Name: 2, Condition: 2, Run: 25, Date: 10/8/2019 11:24:19 AM, Testing: True
time,userInput,disturbanceInput,angAcc,angVel,rollAngle
0.03,0,4.44924,17.79696,0.5210028,0.01032068
0.04,0,4.417681,17.67072,0.6977101,0.01729778
0.05,0,4.276578,17.10631,0.8687732,0.02598551
0.05999999,0,4.024192,16.09677,1.029741,0.03628292
0.06999999,0,3.660875,14.6435,1.176176,0.04804468
0.07999999,0,3.189085,12.75634,1.303739,0.06108207
0.08999999,0,2.613359,10.45343,1.408274,0.07516481
0.09999999,0,1.940252,7.761007,1.485884,0.09002364
0.11,0,1.17823,4.71292,1.533013,0.1053538
0.12,0,0.3375367,1.350147,1.546514,0.1208189
0.13,0,-0.5699781,-2.279912,1.523715,0.1360561
0.14,0,-1.531064,-6.124257,1.462473,0.1506808
0.15,0,-2.53129,-10.12516,1.361221,0.164293
0.16,0,-3.555301,-14.2212,1.219009,0.1764831
0.17,0,-4.587086,-18.34834,1.035526,0.1868383
0.18,0.01959668,-5.610249,-22.36261,0.8118995,0.1949573
0.19,0.1518415,-6.608318,-25.82591,0.5536404,0.2004938
0.2,0.1518415,-7.56502,-29.65271,0.2571133,0.2030649
0.21,0.275044,-8.464574,-32.75812,-0.07046786,0.2023602
0.22,0.275044,-9.291985,-36.06776,-0.4311455,0.1980488
0.23,0.3326891,-10.03329,-38.80241,-0.8191696,0.1898571
0.24,0.4457189,-10.67584,-40.92049,-1.228374,0.1775733
0.25,0.4457189,-11.20849,-43.05109,-1.658885,0.1609845
0.26,0.48754,-11.62184,-44.5372,-2.104257,0.1399419
0.27,0.48754,-11.90838,-45.68336,-2.561091,0.114331
0.28,0.5497063,-12.06263,-46.05171,-3.021608,0.08411491
0.29,0.5937878,-12.08127,-45.94991,-3.481107,0.04930384
0.3,0.5937878,-11.96315,-45.47744,-3.935882,0.009945022
0.31,0.6118726,-11.70937,-44.38998,-4.379781,-0.03385279
0.32,0.6118726,-11.32324,-42.84545,-4.808236,-0.08193514
0.33,0.6480421,-10.81021,-40.64868,-5.214723,-0.1340824
0.3399999,0.688733,-10.17783,-37.95639,-5.594286,-0.1900252
0.3499999,0.688733,-9.435559,-34.9873,-5.94416,-0.2494668
0.3599999,0.7135994,-8.594629,-31.52412,-6.259401,-0.3120608
0.3699999,0.7135994,-7.667868,-27.81707,-6.537571,-0.3774365
0.3799999,0.7203811,-6.669437,-23.79622,-6.775534,-0.4451919
0.3899999,0.7339448,-5.614624,-19.52271,-6.970761,-0.5148995
0.3999999,0.7339448,-4.519543,-15.14239,-7.122185,-0.5861213
0.4099999,0.757681,-3.400883,-10.57281,-7.227913,-0.6584005
0.4199999,0.757681,-2.27559,-6.071638,-7.288629,-0.7312868
0.4299999,0.7622024,-1.160591,-1.593553,-7.304564,-0.8043324
0.4399998,0.7757658,-0.0724965,2.813077,-7.276433,-0.8770968
0.4499998,0.7757658,0.9726955,6.993845,-7.206495,-0.9491617
0.4599998,0.7780266,1.959859,10.95154,-7.096979,-1.020131
0.4699998,0.7780266,2.875019,14.61218,-6.950857,-1.08964
0.4799998,0.7802872,3.705569,17.94342,-6.771423,-1.157354
0.4899998,0.7802872,4.440506,20.88317,-6.562591,-1.22298
