Name: 8, Condition: 1, Run: 26, Date: 10/16/2019 4:18:45 PM, Testing: False
time,userInput,disturbanceInput,angAcc,angVel,rollAngle
0.02,1.689047,4.375035,24.25633,0.4105951,0.005786269
0.03,1.689047,4.44924,24.55315,0.6561266,0.01234754
0.04,1.755734,4.417681,24.69366,0.9030632,0.02137817
0.05,1.755734,4.276578,24.12925,1.144356,0.03282172
0.05999999,1.755734,4.024192,23.11971,1.375553,0.04657725
0.06999999,1.755734,3.660875,21.66644,1.592217,0.06249942
0.07999999,1.755734,3.189085,19.77927,1.79001,0.08039951
0.08999999,1.755734,2.613359,17.47637,1.964773,0.1000472
0.09999999,1.755734,1.940252,14.78394,2.112613,0.1211734
0.11,1.769298,1.17823,11.79011,2.230514,0.1434785
0.12,1.783992,0.3375367,8.486114,2.315375,0.1666323
0.13,1.783992,-0.5699781,4.856055,2.363936,0.1902716
0.14,1.813379,-1.531064,1.12926,2.375228,0.2140239
0.15,1.813379,-2.53129,-2.871644,2.346512,0.237489
0.16,1.85294,-3.555301,-6.809444,2.278418,0.2602732
0.17,1.907194,-4.587086,-10.71957,2.171222,0.2819854
0.18,1.907194,-5.610249,-14.81222,2.0231,0.3022164
0.19,1.937712,-6.608318,-18.68242,1.836275,0.3205792
0.2,1.937712,-7.56502,-22.50923,1.611183,0.336691
0.21,2.008921,-8.464574,-25.82261,1.352957,0.3502206
0.22,2.089172,-9.291985,-28.81125,1.064844,0.3608691
0.23,2.089172,-10.03329,-31.77648,0.7470797,0.3683398
0.24,2.125341,-10.67584,-34.202,0.4050598,0.3723904
0.25,2.125341,-11.20849,-36.3326,0.0417338,0.3728078
0.26,2.188638,-11.62184,-37.73281,-0.3355943,0.3694519
0.27,2.218026,-11.90838,-38.76141,-0.7232084,0.3622198
0.28,2.218026,-12.06263,-39.37843,-1.116993,0.3510498
0.29,2.273411,-12.08127,-39.23142,-1.509307,0.3359568
0.3,2.273411,-11.96315,-38.75895,-1.896896,0.3169878
0.31,2.333316,-11.70937,-37.5042,-2.271938,0.2942684
0.32,2.360444,-11.32324,-35.85117,-2.63045,0.2679639
0.33,2.360444,-10.81021,-33.79907,-2.968441,0.2382795
0.3399999,2.426001,-10.17783,-31.00732,-3.278514,0.2054944
0.3499999,2.426001,-9.435559,-28.03823,-3.558896,0.1699054
0.3599999,2.502861,-8.594629,-24.36707,-3.802567,0.1318797
0.3699999,2.545813,-7.667868,-20.48822,-4.007449,0.09180526
0.3799999,2.545813,-6.669437,-16.4945,-4.172394,0.05008132
0.3899999,2.635106,-5.614624,-11.91807,-4.291575,0.007165568
0.3999999,2.635106,-4.519543,-7.537749,-4.366952,-0.03650396
0.4099999,2.758309,-3.400883,-2.570296,-4.392655,-0.08043051
0.4199999,2.91542,-2.27559,2.559319,-4.367062,-0.1241011
0.4299999,2.91542,-1.160591,7.019318,-4.296869,-0.1670698
0.4399998,3.023928,-0.0724965,11.80573,-4.178812,-0.2088579
0.4499998,3.023928,0.9726955,15.9865,-4.018947,-0.2490474
0.4599998,3.278245,1.959859,20.95242,-3.809422,-0.2871416
0.4699998,3.581165,2.875019,25.82474,-3.551175,-0.3226534
