Name: 8, Condition: 1, Run: 6, Date: 10/16/2019 3:36:45 PM, Testing: True
time,userInput,disturbanceInput,angAcc,angVel,rollAngle
0.03,-0.8147613,4.44924,14.53792,0.4884124,0.009994775
0.04,-1.347132,4.417681,12.2822,0.6112344,0.01610712
0.05,-1.347132,4.276578,11.71779,0.7284122,0.02339124
0.05999999,-1.6817,4.024192,9.36997,0.8221119,0.03161236
0.06999999,-1.6817,3.660875,7.916699,0.9012789,0.04062515
0.07999999,-1.772123,3.189085,5.667845,0.9579574,0.05020472
0.08999999,-1.812814,2.613359,3.202179,0.9899791,0.06010451
0.09999999,-1.812814,1.940252,0.5097513,0.9950767,0.07005528
0.11,-1.812814,1.17823,-2.538336,0.9696933,0.07975221
0.12,-1.812814,0.3375367,-5.901109,0.9106822,0.08885903
0.13,-1.812814,-0.5699781,-9.531168,0.8153705,0.09701274
0.14,-1.810553,-1.531064,-13.36647,0.6817058,0.1038298
0.15,-1.810553,-2.53129,-17.36737,0.508032,0.1089101
0.16,-1.806032,-3.555301,-21.44534,0.2935787,0.1118459
0.17,-1.806032,-4.587086,-25.57248,0.03785393,0.1122244
0.18,-1.806032,-5.610249,-29.66513,-0.2587973,0.1096365
0.19,-1.806032,-6.608318,-33.6574,-0.5953713,0.1036828
0.2,-1.806032,-7.56502,-37.48421,-0.9702134,0.09398063
0.21,-1.806032,-8.464574,-41.08242,-1.381038,0.08017025
0.22,-1.806032,-9.291985,-44.39207,-1.824958,0.06192067
0.23,-1.806032,-10.03329,-47.3573,-2.298531,0.03893536
0.24,-1.806032,-10.67584,-49.92749,-2.797806,0.0109573
0.25,-1.806032,-11.20849,-52.05809,-3.318387,-0.02222657
0.26,-1.806032,-11.62184,-53.71149,-3.855502,-0.06078159
0.27,-1.806032,-11.90838,-54.85765,-4.404078,-0.1048224
0.28,-1.806032,-12.06263,-55.47466,-4.958825,-0.1544106
0.29,-1.806032,-12.08127,-55.54919,-5.514317,-0.2095538
0.3,-1.806032,-11.96315,-55.07672,-6.065084,-0.2702046
