Name: 8, Condition: 2, Run: 12, Date: 10/16/2019 3:49:05 PM, Testing: True
time,userInput,disturbanceInput,angAcc,angVel,rollAngle
0.02,-0.4541962,4.375035,15.68336,0.3248654,0.004928972
0.03,-0.4541962,4.44924,15.98018,0.4846672,0.009775643
0.04,-0.4541962,4.417681,15.85394,0.6432065,0.01620771
0.05,-0.4541962,4.276578,15.28953,0.7961018,0.02416873
0.05999999,-0.4541962,4.024192,14.27998,0.9389017,0.03355774
0.06999999,-0.4541962,3.660875,12.82671,1.067169,0.04422943
0.07999999,-0.4541962,3.189085,10.93955,1.176564,0.05599507
0.08999999,-0.4541962,2.613359,8.63665,1.262931,0.06862438
0.09999999,-0.4541962,1.940252,5.944222,1.322373,0.08184811
0.11,-0.4541962,1.17823,2.896135,1.351334,0.09536146
0.12,-0.4541962,0.3375367,-0.4666382,1.346668,0.1088281
0.13,-0.4541962,-0.5699781,-4.096697,1.305701,0.1218851
0.14,-0.4541962,-1.531064,-7.941042,1.226291,0.134148
0.15,-0.4541962,-2.53129,-11.94195,1.106871,0.1452168
0.16,-0.4519356,-3.555301,-16.02895,0.9465818,0.1546826
0.17,-0.4519356,-4.587086,-20.15609,0.7450209,0.1621328
0.18,-0.4519356,-5.610249,-24.24874,0.5025336,0.1671581
0.19,-0.4519356,-6.608318,-28.24102,0.2201234,0.1693594
0.2,-0.4519356,-7.56502,-32.06782,-0.1005548,0.1683538
0.21,-0.4519356,-8.464574,-35.66604,-0.4572152,0.1637817
0.22,-0.4519356,-9.291985,-38.97568,-0.846972,0.1553119
0.23,-0.4519356,-10.03329,-41.94091,-1.266381,0.1426481
0.24,-0.4519356,-10.67584,-44.5111,-1.711492,0.1255332
0.25,-0.4519356,-11.20849,-46.64171,-2.177909,0.1037541
0.26,-0.4519356,-11.62184,-48.29511,-2.66086,0.07714552
0.27,-0.4519356,-11.90838,-49.44126,-3.155273,0.04559279
0.28,-0.4519356,-12.06263,-50.05828,-3.655856,0.009034233
0.29,-0.4519356,-12.08127,-50.13281,-4.157184,-0.0325376
0.3,-0.4519356,-11.96315,-49.66033,-4.653787,-0.07907547
0.31,-0.4519356,-11.70937,-48.64521,-5.140239,-0.1304779
0.32,-0.4519356,-11.32324,-47.10069,-5.611246,-0.1865903
0.33,-0.4519356,-10.81021,-45.04859,-6.061732,-0.2472076
0.3399999,-0.4519356,-10.17783,-42.51907,-6.486923,-0.3120769
0.3499999,-0.4519356,-9.435559,-39.54998,-6.882422,-0.3809011
0.3599999,-0.4519356,-8.594629,-36.18626,-7.244285,-0.453344
0.3699999,-0.4519356,-7.667868,-32.47921,-7.569077,-0.5290347
0.3799999,-0.4519356,-6.669437,-28.48549,-7.853932,-0.607574
0.3899999,-0.4519356,-5.614624,-24.26624,-8.096594,-0.68854
0.3999999,-0.4519356,-4.519543,-19.88592,-8.295453,-0.7714945
0.4099999,-0.4519356,-3.400883,-15.41127,-8.449566,-0.8559902
0.4199999,-0.4519356,-2.27559,-10.9101,-8.558667,-0.9415768
0.4299999,-0.4519356,-1.160591,-6.450105,-8.623168,-1.027809
0.4399998,-0.4496748,-0.0724965,-2.088685,-8.644054,-1.114249
0.4499998,-0.4496748,0.9726955,2.092083,-8.623134,-1.20048
0.4599998,-0.4496748,1.959859,6.040738,-8.562726,-1.286108
0.4699998,-0.4428931,2.875019,9.728502,-8.465441,-1.370762
0.4799998,-0.4428931,3.705569,13.0507,-8.334933,-1.454112
0.4899998,-0.4349812,4.440506,16.0221,-8.174712,-1.535859
0.4999998,-0.4349812,5.070591,18.54244,-7.989288,-1.615752
0.5099998,-0.4293295,5.588519,20.63676,-7.78292,-1.693581
0.5199998,-0.4293295,5.989013,22.23874,-7.560533,-1.769186
0.5299998,-0.4293295,6.268928,23.35839,-7.326949,-1.842456
0.5399998,-0.4293295,6.427269,23.99176,-7.087031,-1.913326
0.5499998,-0.4293295,6.465206,24.14351,-6.845596,-1.981782
0.5599998,-0.4293295,6.386023,23.82677,-6.607328,-2.047855
0.5699998,-0.4293295,6.195053,23.06289,-6.376699,-2.111622
0.5799997,-0.4293295,5.899548,21.88087,-6.157891,-2.173201
0.5899997,-0.4293295,5.508548,20.31688,-5.954722,-2.232748
0.5999997,-0.4293295,5.032696,18.41347,-5.770587,-2.290454
0.6099997,-0.4293295,4.484011,16.21873,-5.6084,-2.346538
0.6199997,-0.4293295,3.875679,13.7854,-5.470546,-2.401243
0.6299997,-0.4293295,3.22179,11.16984,-5.358848,-2.454832
0.6399997,-0.4293295,2.537072,8.430969,-5.274538,-2.507577
0.6499997,-0.4293295,1.836588,5.629033,-5.218248,-2.55976
0.6599997,-0.4293295,1.135491,2.824647,-5.190001,-2.61166
0.6699997,-0.4349812,0.4487189,0.05495071,-5.189452,-2.663554
0.6799996,-0.4349812,-0.2093081,-2.577157,-5.215224,-2.715706
0.6899996,-0.4598476,-0.8249119,-5.139038,-5.266614,-2.768372
0.6999996,-0.4598476,-1.385438,-7.381143,-5.340425,-2.821777
0.7099996,-0.472281,-1.879484,-9.407062,-5.434496,-2.876122
0.7199996,-0.4756718,-2.297116,-11.09115,-5.545407,-2.931576
0.7299996,-0.4756718,-2.630034,-12.42282,-5.669636,-2.988272
0.7399996,-0.4756718,-2.871731,-13.38961,-5.803532,-3.046307
