Name: 0-1, Condition: 2, Run: 2, Date: 10/7/2019 9:36:42 AM, Testing: True
time,userInput,disturbanceInput,angAcc,angVel,rollAngle
16.96029,2.527728,-6.206598,-14.71548,1.48263,-1.053216
16.97029,2.527728,-6.391202,-15.4539,1.328091,-1.039935
16.98029,2.527728,-6.458397,-15.72268,1.170864,-1.028226
16.99029,2.527728,-6.411396,-15.53467,1.015517,-1.018071
17.00029,2.527728,-6.255211,-14.90993,0.8664181,-1.009407
17.01029,2.527728,-5.996989,-13.87704,0.7276477,-1.00213
17.02029,2.527728,-5.645445,-12.47087,0.602939,-0.9961009
17.03029,2.527728,-5.210959,-10.73293,0.4956097,-0.9911448
17.04029,2.489297,-4.705276,-8.863916,0.4069705,-0.9870751
17.05029,2.38531,-4.141253,-7.023772,0.3367328,-0.9837078
17.0603,2.38531,-3.532615,-4.589219,0.2908406,-0.9807994
17.0703,2.31071,-2.893918,-2.332829,0.2675123,-0.9781243
17.0803,2.31071,-2.239805,0.2836208,0.2703485,-0.9754208
17.0903,2.091433,-1.585088,2.025379,0.2906023,-0.9725147
17.1003,1.720695,-0.9443174,3.10551,0.3216574,-0.9692982
17.1103,1.720695,-0.3315019,5.556773,0.3772251,-0.9655259
17.1203,1.431339,0.2398802,6.684875,0.4440739,-0.9610852
17.1303,1.431339,0.7576222,8.755843,0.5316323,-0.9557689
17.1403,0.7395962,1.210687,7.801133,0.6096436,-0.9496725
17.1503,0,1.589489,6.357955,0.6732232,-0.9429402
17.1603,0,1.886105,7.544419,0.7486674,-0.9354535
17.1703,0,2.09431,8.377241,0.8324398,-0.9271291
17.1803,0,2.209876,8.839502,0.9208348,-0.9179208
17.1903,0,2.230505,8.922021,1.010055,-0.9078203
17.2003,0,2.155895,8.623578,1.096291,-0.8968574
17.2103,0,1.987794,7.951175,1.175802,-0.8850994
17.2203,0,1.729944,6.919777,1.245,-0.8726494
17.2303,0,1.387936,5.551746,1.300518,-0.8596442
17.2403,0,0.9691684,3.876673,1.339284,-0.8462513
17.2503,0,0.4826964,1.930786,1.358592,-0.8326654
17.2603,0,-0.06105525,-0.244221,1.35615,-0.8191039
17.2703,0,-0.6501938,-2.600775,1.330142,-0.8058025
17.2803,0,-1.271908,-5.08763,1.279266,-0.7930098
17.2903,0,-1.912638,-7.650552,1.20276,-0.7809822
17.3003,0,-2.558278,-10.23311,1.100429,-0.7699779
17.3103,0,-3.194567,-12.77827,0.9726466,-0.7602515
17.3203,0,-3.806996,-15.22799,0.8203667,-0.7520478
17.3303,0,-4.381654,-17.52662,0.6451006,-0.7455968
17.3403,0,-4.905185,-19.62074,0.4488932,-0.7411078
17.3503,0,-5.364924,-21.4597,0.2342962,-0.7387649
17.3603,0,-5.749476,-22.99791,0.004317195,-0.7387217
17.3703,0,-6.048773,-24.19509,-0.2376337,-0.741098
17.3803,0,-6.254112,-25.01645,-0.4877982,-0.745976
17.3903,0,-6.358685,-25.43474,-0.7421456,-0.7533975
17.4003,0,-6.357488,-25.42995,-0.9964451,-0.7633619
17.4103,0,-6.247475,-24.9899,-1.246344,-0.7758254
17.4203,0,-6.027683,-24.11073,-1.487451,-0.7906999
17.4303,0,-5.699089,-22.79636,-1.715415,-0.8078541
17.4403,0,-5.264907,-21.05963,-1.926011,-0.8271142
17.4503,0,-4.730318,-18.92127,-2.115224,-0.8482664
17.4603,0,-4.102456,-16.40982,-2.279322,-0.8710597
17.4703,0,-3.390223,-13.56089,-2.414931,-0.895209
17.4803,0,-2.604414,-10.41766,-2.519108,-0.9204
17.4903,0,-1.757152,-7.028609,-2.589394,-0.946294
17.50031,0,-0.8618237,-3.447295,-2.623867,-0.9725326
17.51031,0,0.06701459,0.2680584,-2.621186,-0.9987445
17.52031,0,1.014162,4.056647,-2.58062,-1.024551
17.53031,0,1.963598,7.854393,-2.502076,-1.049571
17.54031,0,2.899354,11.59741,-2.386102,-1.073432
17.55031,0,3.805382,15.22153,-2.233886,-1.095771
17.56031,0,4.666003,18.66401,-2.047246,-1.116244
17.57031,0,5.466239,21.86496,-1.828597,-1.13453
17.58031,0,6.191753,24.76701,-1.580927,-1.150339
17.59031,0,6.829589,27.31836,-1.307743,-1.163416
17.60031,0,7.368139,29.47256,-1.013018,-1.173547
17.61031,0,7.79739,31.18956,-0.7011221,-1.180558
17.62031,0,8.109167,32.43667,-0.3767554,-1.184325
17.63031,0,8.2971,33.1884,-0.04487142,-1.184774
17.64031,0,8.357073,33.42829,0.2894115,-1.18188
17.65031,0,8.286999,33.14799,0.6208915,-1.175671
17.66031,0,8.087069,32.34827,0.9443742,-1.166227
17.67031,0,7.759587,31.03835,1.254758,-1.15368
17.68031,0,7.309144,29.23657,1.547123,-1.138208
17.69031,0,6.742365,26.96946,1.816818,-1.12004
17.70031,0,6.067839,24.27135,2.059531,-1.099445
17.71031,0,5.296081,21.18432,2.271375,-1.076731
17.72031,0,4.439117,17.75647,2.448939,-1.052242
17.73031,0,3.51049,14.04196,2.589359,-1.026348
17.74031,0,2.525123,10.10049,2.690364,-0.9994445
17.75031,0,1.498698,5.99479,2.750312,-0.9719414
17.76031,0,0.4476437,1.790575,2.768217,-0.9442592
17.77031,0,-0.6111953,-2.444781,2.743769,-0.9168215
17.78031,0,-1.660951,-6.643803,2.677331,-0.8900481
17.79031,0,-2.68478,-10.73912,2.56994,-0.8643488
17.80031,0,-3.666465,-14.66586,2.423282,-0.840116
17.81031,0,-4.590489,-18.36196,2.239662,-0.8177193
17.82031,0,-5.442414,-21.76966,2.021966,-0.7974997
17.83031,0,-6.209106,-24.83643,1.773601,-0.7797636
17.84031,0,-6.878765,-27.51506,1.498451,-0.7647792
17.85031,0,-7.441442,-29.76577,1.200793,-0.7527712
17.86031,0,-7.889168,-31.55667,0.8852264,-0.743919
17.87031,0,-8.215815,-32.86326,0.5565938,-0.738353
17.88031,0,-8.417411,-33.66964,0.2198974,-0.736154
17.89031,0,-8.492179,-33.96872,-0.1197897,-0.7373519
17.90031,0,-8.440519,-33.76208,-0.4574105,-0.741926
17.91031,0,-8.265009,-33.06004,-0.7880108,-0.7498061
17.92031,0.2840862,-7.970326,-30.74496,-1.09546,-0.7607607
17.93032,0.2840862,-7.563118,-29.11613,-1.386622,-0.774627
17.94032,1.087728,-7.052129,-23.8576,-1.625198,-0.790879
17.95032,1.087728,-6.447601,-21.43949,-1.839593,-0.8092749
17.96032,1.469769,-5.761378,-17.16644,-2.011257,-0.8293874
17.97032,1.894761,-5.006615,-12.44741,-2.135731,-0.8507447
17.98032,1.894761,-4.197421,-9.21064,-2.227837,-0.8730231
17.99032,1.984054,-3.348984,-5.459717,-2.282434,-0.8958474
18.00032,1.984054,-2.476729,-1.9707,-2.302141,-0.9188688
18.01032,2.022484,-1.596416,1.704275,-2.285099,-0.9417198
18.02032,1.917367,-0.723732,4.774539,-2.237353,-0.9640934
18.03032,1.917367,0.1260555,8.173689,-2.155617,-0.9856495
18.04032,1.649486,0.938041,10.35011,-2.052115,-1.006171
18.05032,1.649486,1.698463,13.3918,-1.918198,-1.025353
18.06032,1.500287,2.394616,15.57961,-1.762401,-1.042977
18.07032,1.103552,3.015122,16.4747,-1.597654,-1.058953
18.08032,1.103552,3.550245,18.61519,-1.411502,-1.073068
18.09032,0.8571473,3.991931,19.39631,-1.217539,-1.085244
18.10032,0.8571473,4.333926,20.76429,-1.009896,-1.095343
18.11032,0.2117472,4.572051,19.13519,-0.8185445,-1.103528
18.12032,0,4.704121,18.81648,-0.6303797,-1.109832
18.13032,0,4.730021,18.92008,-0.4411789,-1.114244
18.14032,0,4.65164,18.60656,-0.2551132,-1.116795
18.15032,0,4.47292,17.89168,-0.07619645,-1.117557
18.16032,0,4.199775,16.7991,0.09179454,-1.116639
18.17032,0,3.839784,15.35914,0.2453859,-1.114185
18.18032,0,3.402205,13.60882,0.3814741,-1.11037
18.19032,0,2.89765,11.5906,0.4973801,-1.105396
18.20032,0,2.338223,9.352891,0.590909,-1.099487
18.21032,0,1.736766,6.947062,0.6603796,-1.092883
18.22032,0,1.106888,4.42755,0.7046552,-1.085837
18.23032,0,0.4628164,1.851266,0.7231678,-1.078605
18.24032,0,-0.1812591,-0.7250363,0.7159175,-1.071446
18.25032,0,-0.8109198,-3.243679,0.6834807,-1.064611
18.26032,0,-1.412403,-5.64961,0.6269846,-1.058341
18.27032,0,-1.972462,-7.889847,0.5480861,-1.05286
18.28032,0,-2.478773,-9.915092,0.4489352,-1.048371
18.29032,0,-2.920242,-11.68097,0.3321255,-1.04505
18.30032,0,-3.286825,-13.1473,0.2006525,-1.043043
18.31032,0,-3.570332,-14.28133,0.05783924,-1.042465
18.32032,0,-3.764205,-15.05682,-0.09272894,-1.043392
18.33032,0,-3.863724,-15.4549,-0.2472779,-1.045865
18.34032,0,-3.866134,-15.46453,-0.4019233,-1.049884
18.35032,0,-3.770626,-15.08251,-0.5527483,-1.055412
18.36032,0,-3.57849,-14.31396,-0.6958879,-1.062371
18.37033,0,-3.293015,-13.17206,-0.8276085,-1.070647
18.38033,0,-2.919412,-11.67765,-0.944385,-1.080091
18.39033,0,-2.464772,-9.859087,-1.042976,-1.09052
18.40033,0,-1.937873,-7.751491,-1.120491,-1.101725
18.41033,0,-1.349254,-5.397017,-1.174461,-1.11347
18.42033,0,-0.7106665,-2.842666,-1.202888,-1.125499
18.43033,0,-0.03504803,-0.1401921,-1.20429,-1.137542
18.44033,0,0.6637118,2.654847,-1.177741,-1.149319
18.45033,0,1.371118,5.484473,-1.122896,-1.160548
18.46033,0,2.072067,8.288268,-1.040014,-1.170948
18.47033,0,2.751577,11.00631,-0.9299506,-1.180248
18.48033,0,3.39476,13.57904,-0.7941602,-1.188189
18.49033,0,3.987171,15.94868,-0.6346734,-1.194536
18.50033,0,4.515217,18.06087,-0.4540647,-1.199077
18.51033,0,4.966048,19.86419,-0.2554228,-1.201631
18.52033,0,5.328221,21.31289,-0.04229392,-1.202054
18.53033,0,5.59176,22.36704,0.1813765,-1.20024
18.54033,0,5.748361,22.99344,0.4113109,-1.196127
18.55033,0,5.791544,23.16618,0.6429726,-1.189697
18.56033,0,5.716712,22.86685,0.8716411,-1.180981
18.57033,0,5.521436,22.08574,1.092499,-1.170056
18.58033,0,5.20542,20.82168,1.300715,-1.157049
18.59033,0,4.770537,19.08215,1.491537,-1.142133
18.60033,0,4.22063,16.88252,1.660362,-1.12553
18.61033,0,3.561856,14.24743,1.802836,-1.107501
18.62033,0,2.80228,11.20912,1.914927,-1.088352
18.63033,0,1.951822,7.807287,1.993,-1.068422
18.64033,0,1.022101,4.088403,2.033885,-1.048083
18.65033,0,0.02620274,0.104811,2.034933,-1.027734
18.66033,0,-1.021242,-4.084969,1.994083,-1.007793
18.67033,0,-2.104938,-8.419753,1.909885,-0.9886941
18.68033,0,-3.208595,-12.83438,1.781542,-0.9708787
18.69033,0,-4.315448,-17.26179,1.608924,-0.9547894
18.70033,0,-5.408652,-21.63461,1.392578,-0.9408636
18.71033,0,-6.471158,-25.88463,1.133731,-0.9295263
18.72033,0,-7.486591,-29.94636,0.8342677,-0.9211836
18.73033,0,-8.439093,-33.75637,0.496704,-0.9162166
18.74033,0,-9.313887,-37.25555,0.1241486,-0.914975
18.75033,0,-10.09728,-40.38913,-0.2797427,-0.9177725
18.76033,0,-10.77712,-43.1085,-0.7108276,-0.9248807
18.77033,0,-11.34274,-45.37094,-1.164537,-0.9365261
18.78033,0,-11.78547,-47.14189,-1.635956,-0.9528857
18.79033,0,-12.09861,-48.39446,-2.1199,-0.9740847
18.80033,0,-12.27755,-49.1102,-2.611002,-1.000195
18.81034,0,-12.31983,-49.27932,-3.103796,-1.031233
18.82034,0,-12.2253,-48.90118,-3.592807,-1.067161
18.83034,0,-11.9959,-47.98361,-4.072643,-1.107887
18.84034,0,-11.63587,-46.54347,-4.538078,-1.153268
18.85034,0,-11.15161,-44.60645,-4.984142,-1.203109
18.86034,0,-10.55124,-42.20497,-5.406192,-1.257171
18.87034,0,-9.845133,-39.38053,-5.799997,-1.315171
18.88034,0,-9.044818,-36.17927,-6.16179,-1.376789
18.89034,0,-8.163635,-32.65454,-6.488335,-1.441672
18.90034,0,-7.21623,-28.86492,-6.776984,-1.509442
18.91034,0,-6.217625,-24.8705,-7.025689,-1.579699
18.92034,0,-5.184253,-20.73701,-7.233059,-1.65203
18.93034,0,-4.132181,-16.52872,-7.398346,-1.726013
18.94034,0,-3.078139,-12.31256,-7.521472,-1.801228
18.95034,0,-2.038681,-8.154723,-7.603019,-1.877258
18.96034,0,-1.029233,-4.116933,-7.644188,-1.9537
18.97034,0,-0.06525658,-0.2610263,-7.646799,-2.030168
18.98034,0,0.8394945,3.357978,-7.613219,-2.1063
18.99034,0,1.672065,6.688261,-7.546336,-2.181764
19.00034,0,2.421041,9.684165,-7.449494,-2.256258
19.01034,0,3.076998,12.30799,-7.326415,-2.329523
19.02034,0,3.631994,14.52798,-7.181135,-2.401334
19.03034,0,4.080239,16.32096,-7.017925,-2.471513
19.04034,0,4.417994,17.67198,-6.841206,-2.539925
19.05034,0,4.643562,18.57425,-6.655463,-2.60648
19.06034,0,4.757339,19.02936,-6.465169,-2.671132
19.07034,0,4.761916,19.04766,-6.274693,-2.733879
19.08034,0,4.661694,18.64677,-6.088225,-2.794761
19.09034,0,4.463176,17.8527,-5.909698,-2.853858
19.10034,0,4.174707,16.69883,-5.74271,-2.911285
19.11034,0,3.805921,15.22368,-5.590473,-2.96719
19.12034,0,3.368326,13.47331,-5.45574,-3.021747
19.13034,0,2.874012,11.49605,-5.340779,-3.075155
19.14034,0,2.336516,9.346063,-5.247319,-3.127628
19.15034,0,1.770043,7.08017,-5.176517,-3.179393
19.16034,0,1.188659,4.754635,-5.128971,-3.230683
19.17034,0,0.607263,2.429052,-5.10468,-3.28173
19.18034,0,0.03994605,0.1597842,-5.103082,-3.332761
19.19034,0,-0.4992099,-1.99684,-5.123051,-3.383991
19.20034,0,-0.9968039,-3.987216,-5.162923,-3.435621
19.21034,0,-1.440866,-5.763463,-5.220558,-3.487826
19.22034,0,-1.820072,-7.280288,-5.293361,-3.54076
19.23034,0,-2.125,-8.500002,-5.378361,-3.594543
19.24035,0,-2.347457,-9.389828,-5.472259,-3.649266
19.25035,0,-2.481085,-9.924338,-5.571502,-3.704981
19.26035,0,-2.521585,-10.08634,-5.672366,-3.761705
19.27035,0,-2.466417,-9.865669,-5.771022,-3.819415
19.28035,0,-2.315131,-9.260526,-5.863627,-3.878051
19.29035,0,-2.069305,-8.277221,-5.9464,-3.937515
19.30035,0,-1.732418,-6.929671,-6.015697,-3.997672
19.31035,0.7034267,-1.30995,-2.426092,-6.039958,-4.058072
19.32035,1.326221,-0.809283,2.067752,-6.01928,-4.118264
19.33035,1.326221,-0.2391753,4.348183,-5.975798,-4.178022
19.34035,2.458779,0.3896353,11.39366,-5.861862,-4.236641
19.35035,2.458779,1.065693,14.09789,-5.720883,-4.29385
19.36035,3.578905,1.775994,21.41959,-5.506687,-4.348917
19.37035,4.179093,2.506661,26.74302,-5.239257,-4.401309
19.38035,4.179093,3.243771,29.69145,-4.942342,-4.450733
19.39035,4.971432,3.972429,35.77544,-4.584588,-4.496579
19.40035,4.971432,4.678352,38.59914,-4.198596,-4.538565
19.41035,5.318433,5.347022,42.66182,-3.771978,-4.576284
19.42035,5.862107,5.964485,47.30637,-3.298915,-4.609273
19.43035,5.862107,6.518095,49.52081,-2.803707,-4.637311
19.44035,6.151463,6.995611,52.58829,-2.277824,-4.660089
19.45035,6.151463,7.386664,54.15251,-1.736299,-4.677452
19.46035,6.210238,7.681982,55.56888,-1.18061,-4.689258
19.47035,6.210238,7.874096,56.33734,-0.6172364,-4.69543
19.48035,6.210238,7.957489,56.67091,-0.05052739,-4.695935
19.49035,6.094948,7.928441,56.09355,0.5104081,-4.690831
19.50035,6.094948,7.785447,55.52158,1.065624,-4.680175
19.51035,5.99322,7.528967,54.08875,1.606511,-4.66411
19.52035,5.811243,7.161672,51.89166,2.125428,-4.642856
19.53035,5.811243,6.688141,49.99754,2.625403,-4.616601
19.54035,5.667696,6.115232,47.13171,3.09672,-4.585634
19.55035,5.667696,5.451239,44.47574,3.541478,-4.55022
19.56035,5.569359,4.706608,41.10387,3.952517,-4.510695
19.57035,5.506063,3.89337,37.59773,4.328494,-4.46741
19.58035,5.506063,3.024483,34.12218,4.669716,-4.420712
19.59035,5.380599,2.114666,29.98106,4.969526,-4.371017
19.60035,5.380599,1.178825,26.2377,5.231903,-4.318698
19.61035,5.251746,0.2330484,21.93918,5.451295,-4.264185
19.62035,5.188449,-0.7063135,17.92854,5.63058,-4.207879
19.63035,5.188449,-1.62336,14.26036,5.773184,-4.150147
19.64035,5.110458,-2.501718,10.43496,5.877533,-4.091372
19.65035,5.110458,-3.32629,7.136675,5.9489,-4.031883
19.66035,5.094634,-4.08224,4.049578,5.989396,-3.971989
19.67035,5.094634,-4.755864,1.35508,6.002947,-3.91196
19.68036,5.094634,-5.335226,-0.962368,5.993323,-3.852027
19.69036,5.094634,-5.809391,-2.859028,5.964733,-3.792379
19.70036,5.094634,-6.169644,-4.300039,5.921733,-3.733162
19.71036,5.07655,-6.408851,-5.329205,5.868441,-3.674478
19.72036,5.048292,-6.522007,-5.894857,5.809492,-3.616383
19.73036,5.048292,-6.506361,-5.832275,5.751169,-3.558871
19.74036,5.031337,-6.361254,-5.319668,5.697972,-3.501891
19.75036,5.031337,-6.088246,-4.227634,5.655696,-3.445334
19.76036,5.031337,-5.691127,-2.63916,5.629304,-3.389041
19.77036,5.030207,-5.175847,-0.5825577,5.623479,-3.332807
19.78036,5.030207,-4.5502,1.920031,5.642679,-3.27638
19.79036,5.024556,-3.824216,4.80136,5.690693,-3.219473
19.80036,5.024556,-3.009195,8.061444,5.771307,-3.16176
19.81036,5.013253,-2.118335,11.57967,5.887104,-3.102889
19.82036,4.977083,-1.166206,15.24351,6.039539,-3.042493
19.83036,4.977083,-0.1679071,19.2367,6.231906,-2.980174
19.84036,4.838057,0.8600888,22.79258,6.459832,-2.915576
19.85036,4.838057,1.901426,26.95793,6.729412,-2.848282
19.86036,4.721636,2.939013,30.64259,7.035838,-2.777924
19.87036,4.362201,3.955889,33.27236,7.368561,-2.704238
19.88036,4.362201,4.936008,37.19284,7.740489,-2.626833
19.89036,4.045718,5.863286,39.63601,8.136849,-2.545465
19.90036,4.045718,6.72325,43.07587,8.567608,-2.459788
19.91036,3.147131,7.502111,42.59697,8.993578,-2.369853
19.92036,1.984054,8.187708,40.68705,9.400449,-2.275848
19.93036,1.984054,8.769703,43.01503,9.830599,-2.177542
19.94036,1.28214,9.239215,42.08542,10.25145,-2.075028
19.95036,1.28214,9.589683,43.48729,10.68633,-1.968164
19.96036,0,9.81636,39.26544,11.07898,-1.857375
19.97036,0,9.91676,39.66704,11.47565,-1.742618
19.98036,0,9.89051,39.56204,11.87127,-1.623906
19.99036,0,9.739594,38.95838,12.26085,-1.501297
20.00036,0,9.467815,37.87126,12.63957,-1.374901
20.01036,0,9.081324,36.32529,13.00282,-1.244873
20.02036,0,8.587856,34.35143,13.34633,-1.11141
20.03036,0,7.997178,31.98871,13.66622,-0.9747475
20.04036,0,7.320713,29.28285,13.95905,-0.835157
20.05036,0,6.570729,26.28292,14.22188,-0.6929382
20.06036,0,5.761377,23.04551,14.45233,-0.5484149
20.07036,0,4.906858,19.62743,14.64861,-0.4019288
20.08036,0,4.022552,16.09021,14.80951,-0.2538337
20.09036,0,3.124141,12.49656,14.93448,-0.1044889
20.10036,0,2.226801,8.907206,15.02355,0.04574654
20.11036,0,1.346156,5.384623,15.0774,0.1965205
20.12037,0,0.4965709,1.986284,15.09726,0.3474931
20.13037,0,-0.3078537,-1.231415,15.08494,0.4983425
20.14037,0,-1.054131,-4.216522,15.04278,0.6487703
20.15037,0,-1.730975,-6.923901,14.97354,0.7985057
20.16037,0,-2.328113,-9.312452,14.88042,0.9473099
20.17037,0,-2.837322,-11.34929,14.76692,1.094979
20.18037,0,-3.251947,-13.00779,14.63685,1.241348
20.19037,0,-3.567349,-14.2694,14.49415,1.386289
20.20037,0,-3.780923,-15.12369,14.34292,1.529718
20.21037,0,-3.892137,-15.56855,14.18723,1.671591
20.22037,0,-3.902365,-15.60946,14.03114,1.811902
20.23037,0,-3.815079,-15.26031,13.87853,1.950687
20.24037,0,-3.635775,-14.5431,13.7331,2.088018
20.25037,0,-3.371403,-13.48561,13.59825,2.224001
20.26037,0,-3.031047,-12.12419,13.477,2.358771
20.27037,0,-2.624675,-10.4987,13.37202,2.492491
20.28037,0,-2.1641,-8.656401,13.28545,2.625346
20.29037,0,-1.662054,-6.648215,13.21897,2.757535
20.30037,0,-1.131571,-4.526286,13.17371,2.889272
20.31037,0,-0.5869362,-2.347745,13.15023,3.020775
20.32037,0,-0.04192586,-0.1677034,13.14855,3.15226
20.33037,0,0.489158,1.956632,13.16812,3.283942
20.34037,0,0.9923277,3.969311,13.20781,3.41602
20.35037,0,1.454769,5.819074,13.266,3.54868
20.36037,0,1.863684,7.454735,13.34055,3.682085
20.37037,0,2.208163,8.832651,13.42888,3.816374
20.38037,0,2.478085,9.912339,13.528,3.951654
20.39037,0,2.664928,10.65971,13.6346,4.088
20.40037,0,2.762154,11.04862,13.74508,4.225451
20.41037,0,2.764706,11.05883,13.85567,4.364007
20.42037,0,2.669752,10.67901,13.96246,4.503632
20.43037,0,2.476195,9.904778,14.06151,4.644247
20.44037,-1.014824,2.185188,4.681457,14.10832,4.78533
20.45037,-1.014824,1.799784,3.139839,14.13972,4.926727
20.46037,-1.638749,1.325178,-1.254282,14.12718,5.067998
20.47037,-2.992845,0.7682084,-8.898547,14.03819,5.20838
20.48037,-2.992845,0.1377082,-11.42055,13.92399,5.34762
20.49037,-4.215828,-0.5557623,-19.08636,13.73313,5.484951
20.50037,-4.215828,-1.300675,-22.06601,13.51247,5.620076
20.51037,-5.281698,-2.083634,-29.46133,13.21785,5.752254
20.52037,-5.694257,-2.89094,-34.34079,12.87444,5.880999
20.53037,-5.694257,-3.707627,-37.60754,12.49837,6.005983
20.54037,-6.179155,-4.51825,-42.78962,12.07047,6.126688
20.55037,-6.179155,-5.307775,-45.94772,11.611,6.242797
20.56038,-6.223237,-6.060495,-49.13493,11.11965,6.353994
20.57038,-6.223237,-6.761877,-51.94045,10.60024,6.459996
20.58038,-6.223237,-7.397428,-54.48266,10.05542,6.56055
20.59038,-5.985874,-7.953712,-55.75834,9.497831,6.655529
20.60038,-5.985874,-8.418914,-57.61915,8.921639,6.744745
20.61038,-5.776768,-8.782063,-58.23532,8.339286,6.828137
20.62038,-5.701039,-9.03433,-58.94148,7.749871,6.905636
20.63038,-5.701039,-9.168289,-59.47731,7.155098,6.977187
20.64038,-5.617397,-9.178836,-59.18493,6.563249,7.042819
20.65038,-5.617397,-9.062582,-58.71992,5.976049,7.10258
20.66038,-5.615137,-8.818489,-57.7345,5.398705,7.156567
20.67038,-5.615137,-8.447686,-56.25129,4.836192,7.204929
20.68038,-5.615137,-7.953492,-54.27451,4.293447,7.247863
20.69038,-5.615137,-7.341212,-51.82539,3.775192,7.285615
20.70038,-5.615137,-6.618339,-48.9339,3.285854,7.318474
20.71038,-5.607224,-5.794473,-45.60679,2.829786,7.346772
20.72038,-5.591401,-4.880436,-41.88735,2.410912,7.370881
20.73038,-5.591401,-3.889303,-37.92281,2.031684,7.391198
20.74038,-5.564273,-2.834933,-33.59682,1.695716,7.408155
20.75038,-5.564273,-1.73274,-29.18805,1.403835,7.422194
20.76038,-5.547319,-0.5990717,-24.58556,1.15798,7.433774
20.77038,-5.546189,0.5497099,-19.98592,0.9581207,7.443355
20.78038,-5.546189,1.696092,-15.40039,0.8041168,7.451396
20.79038,-5.534885,2.823493,-10.84557,0.6956611,7.458353
20.80038,-5.534885,3.914877,-6.480032,0.6308608,7.464661
20.81038,-5.531494,4.953866,-2.310513,0.6077557,7.470739
20.82038,-5.526973,5.925406,1.593729,0.6236929,7.476976
20.83038,-5.526973,6.81494,5.151869,0.6752116,7.483728
20.84038,-5.526973,7.609866,8.331572,0.7585273,7.491313
20.85038,-5.526973,8.298738,11.08706,0.8693979,7.500007
20.86038,-5.523582,8.871896,13.39326,1.00333,7.51004
20.87038,-5.523582,9.321989,15.19363,1.155267,7.521593
20.88038,-5.523582,9.643346,16.47906,1.320057,7.534794
20.89038,-5.520191,9.832672,17.24992,1.492556,7.549719
20.90038,-5.520191,9.888731,17.47416,1.667298,7.566392
20.91038,-5.497585,9.81265,17.26026,1.839901,7.584792
20.92038,-5.380034,9.607593,16.91023,2.009003,7.604882
20.93038,-5.380034,9.279037,15.59601,2.164963,7.626532
20.94038,-5.120066,8.834211,14.85658,2.313529,7.649667
20.95038,-5.120066,8.282458,12.64957,2.440024,7.674067
20.96038,-4.936958,7.634925,10.79187,2.547943,7.699546
20.97038,-4.508575,6.903761,9.580744,2.643751,7.725984
20.98038,-4.508575,6.103054,6.377914,2.70753,7.753059
20.99039,-4.081322,5.247221,4.663595,2.754166,7.780601
21.00039,-4.081322,4.35199,1.08267,2.764992,7.80825
21.01039,-3.729799,3.433489,-1.18524,2.75314,7.835782
21.02039,-3.570427,2.507537,-4.25156,2.710624,7.862888
21.03039,-3.570427,1.590573,-7.919417,2.63143,7.889203
21.04039,-3.308199,0.697906,-10.44117,2.527019,7.914473
21.05039,-3.308199,-0.1553025,-13.854,2.388479,7.938357
21.06039,-3.149956,-0.9548579,-16.41926,2.224286,7.9606
21.07039,-2.828952,-1.68819,-18.06857,2.0436,7.981036
21.08039,-2.828952,-2.343554,-20.69002,1.8367,7.999403
21.09039,-2.469518,-2.91143,-21.52379,1.621462,8.015617
21.10039,-2.469518,-3.383599,-23.41247,1.387337,8.02949
21.11039,-2.150774,-3.753887,-23.61864,1.151151,8.041002
21.12039,-2.034353,-4.018241,-24.21038,0.9090471,8.050093
21.13039,-2.034353,-4.174577,-24.83572,0.6606899,8.0567
21.14039,-1.894196,-4.222884,-24.46832,0.4160067,8.06086
21.15039,-1.894196,-4.165211,-24.23763,0.1736304,8.062596
21.16039,-1.853505,-4.005887,-23.43757,-0.06074522,8.061989
21.17039,-1.853505,-3.750716,-22.41689,-0.2849141,8.059139
21.18039,-1.853505,-3.407753,-21.04503,-0.4953644,8.054186
21.19039,-1.853505,-2.986199,-19.35882,-0.6889526,8.047297
21.20039,-1.853505,-2.497087,-17.40237,-0.8629763,8.038667
21.21039,-1.853505,-1.95273,-15.22494,-1.015226,8.028515
21.22039,-1.853505,-1.365838,-12.87737,-1.143999,8.017075
21.23039,-1.853505,-0.7507074,-10.41685,-1.248168,8.004593
21.24039,-1.853505,-0.1211942,-7.898798,-1.327156,7.991322
21.25039,-1.853505,0.5080468,-5.381834,-1.380974,7.977512
21.26039,-1.853505,1.122483,-2.924089,-1.410215,7.96341
21.27039,-1.853505,1.70851,-0.5799804,-1.416015,7.94925
21.28039,-1.853505,2.252481,1.595903,-1.400056,7.935249
21.29039,-1.879502,2.742321,3.451276,-1.365543,7.921594
21.30039,-1.879502,3.166642,5.148561,-1.314057,7.908453
21.31039,-1.978968,3.515433,6.145858,-1.252599,7.895927
21.32039,-2.086346,3.780633,6.777148,-1.184827,7.884079
21.33039,-2.086346,3.955496,7.476597,-1.110062,7.872978
21.34039,-2.245718,4.035416,7.15879,-1.038474,7.862593
21.35039,-2.245718,4.017559,7.087361,-0.9676,7.852917
21.36039,-2.367791,3.901171,6.133521,-0.9062648,7.843854
21.37039,-2.661668,3.687481,4.103251,-0.8652323,7.835202
21.38039,-2.661668,3.379806,2.872553,-0.8365068,7.826837
21.39039,-2.843646,2.983237,0.5583639,-0.8309231,7.818528
21.40039,-2.843646,2.504979,-1.354667,-0.8444698,7.810083
