Name: Lorenzo, Condition: 2, Run: 8, Date: 10/8/2019 12:05:11 PM, Testing: True
time,userInput,disturbanceInput,angAcc,angVel,rollAngle
0.03,0,4.44924,17.79696,0.5210028,0.01032068
0.04,0,4.417681,17.67072,0.6977101,0.01729778
0.05,0,4.276578,17.10631,0.8687732,0.02598551
0.05999999,0,4.024192,16.09677,1.029741,0.03628292
0.06999999,0,3.660875,14.6435,1.176176,0.04804468
0.07999999,0,3.189085,12.75634,1.303739,0.06108207
0.08999999,0,2.613359,10.45343,1.408274,0.07516481
0.09999999,0,1.940252,7.761007,1.485884,0.09002364
0.11,0,1.17823,4.71292,1.533013,0.1053538
0.12,0,0.3375367,1.350147,1.546514,0.1208189
0.13,0,-0.5699781,-2.279912,1.523715,0.1360561
0.14,0,-1.531064,-6.124257,1.462473,0.1506808
0.15,0,-2.53129,-10.12516,1.361221,0.164293
0.16,0.08289323,-3.555301,-13.88963,1.222325,0.1765162
0.17,0.2241805,-4.587086,-17.45162,1.047809,0.1869943
0.18,0.4604128,-5.610249,-20.59934,0.8418151,0.1954125
0.19,0.5949181,-6.608318,-24.0536,0.6012791,0.2014253
0.2,0.5949181,-7.56502,-27.88041,0.3224751,0.20465
0.21,0.7282934,-8.464574,-30.94512,0.01302387,0.2047803
0.22,0.8650593,-9.291985,-33.7077,-0.3240532,0.2015397
0.23,1.007477,-10.03329,-36.10326,-0.6850858,0.1946889
0.24,1.148764,-10.67584,-38.10831,-1.066169,0.1840272
0.25,1.277618,-11.20849,-39.72349,-1.463404,0.1693932
0.26,1.417775,-11.62184,-40.81627,-1.871566,0.1506775
0.27,1.554541,-11.90838,-41.41536,-2.28572,0.1278203
0.28,1.855201,-12.06263,-40.82973,-2.694017,0.1008801
0.29,1.976142,-12.08127,-40.4205,-3.098222,0.06989789
0.3,1.976142,-11.96315,-39.94802,-3.497702,0.03492087
0.31,2.098214,-11.70937,-38.44461,-3.882149,-0.003900617
0.32,2.214635,-11.32324,-36.4344,-4.246492,-0.04636554
0.33,2.341228,-10.81021,-33.87593,-4.585252,-0.09221806
0.3399999,2.475734,-10.17783,-30.80839,-4.893336,-0.1411514
0.3499999,2.581982,-9.435559,-27.41431,-5.167479,-0.1928262
0.3599999,2.824996,-8.594629,-23.07853,-5.398264,-0.2468088
0.3699999,2.934635,-7.667868,-18.93293,-5.587594,-0.3026848
0.3799999,3.049926,-6.669437,-14.47805,-5.732374,-0.3600085
0.3899999,3.156173,-5.614624,-9.8338,-5.830712,-0.4183156
0.3999999,3.156173,-4.519543,-5.453479,-5.885247,-0.4771681
0.4099999,3.246597,-3.400883,-0.6171417,-5.891418,-0.5360823
0.4199999,3.341542,-2.27559,4.263807,-5.84878,-0.59457
0.4299999,3.433096,-1.160591,9.090023,-5.75788,-0.6521488
0.4399998,3.530302,-0.0724965,13.83122,-5.619567,-0.7083445
0.4499998,3.615074,0.9726955,18.35108,-5.436057,-0.7627051
0.4599998,3.74845,1.959859,22.83323,-5.207724,-0.8147823
0.4699998,3.815137,2.875019,26.76062,-4.940118,-0.8641835
0.4799998,3.875042,3.705569,30.32244,-4.636893,-0.9105524
0.4899998,3.933818,4.440506,33.4973,-4.30192,-0.9535716
0.4999998,3.933818,5.070591,36.01764,-3.941744,-0.9929891
