Var1,Var2,rmse_vector,rmsu_vector,crossover_vector,phase_margin_vector
9,1,1.67294901135118,1.67370561621314,1.27931540883576,0.781532427257102
9,2,1.92776535036639,1.62477894527186,1.36039066969698,0.807683934455028
9,3,1.67294901135118,1.67370561621314,1.27931540883576,0.781532427257102
9,4,1.16793344027885,1.77579814456712,1.17121506102079,7.15325252099086
9,5,1.3382127773672,1.64766213787973,1.23877777840515,7.10889409861733
