Name: Lorenzo, Condition: 1, Run: 5, Date: 10/8/2019 11:59:03 AM, Testing: False
time,userInput,disturbanceInput,angAcc,angVel,rollAngle
0.02,0.9147925,4.375035,21.15931,0.379625,0.005476568
0.03,0.9532226,4.44924,21.60985,0.5957235,0.0114338
0.04,1.041386,4.417681,21.83627,0.8140861,0.01957466
0.05,1.086598,4.276578,21.45271,1.028613,0.0298608
0.05999999,1.086598,4.024192,20.44316,1.233045,0.04219124
0.06999999,1.125028,3.660875,19.14361,1.424481,0.05643605
0.07999999,1.16911,3.189085,17.43278,1.598809,0.07242414
0.08999999,1.215452,2.613359,15.31524,1.751961,0.08994375
0.09999999,1.253882,1.940252,12.77654,1.879726,0.108741
0.11,1.294573,1.17823,9.891211,1.978639,0.1285274
0.12,1.328482,0.3375367,6.664073,2.045279,0.1489802
0.13,1.362391,-0.5699781,3.16965,2.076976,0.16975
0.14,1.387257,-1.531064,-0.5752277,2.071223,0.1904622
0.15,1.414384,-2.53129,-4.467625,2.026547,0.2107277
0.16,1.414384,-3.555301,-8.563669,1.94091,0.2301368
0.17,1.420036,-4.587086,-12.6682,1.814228,0.2482791
0.18,1.429078,-5.610249,-16.72468,1.646982,0.2647489
0.19,1.429078,-6.608318,-20.71696,1.439812,0.279147
0.2,1.429078,-7.56502,-24.54377,1.194374,0.2910908
0.21,1.429078,-8.464574,-28.14198,0.9129545,0.3002203
0.22,1.429078,-9.291985,-31.45163,0.5984383,0.3062047
0.23,1.429078,-10.03329,-34.41685,0.2542697,0.3087474
0.24,1.429078,-10.67584,-36.98705,-0.1156008,0.3075914
0.25,1.429078,-11.20849,-39.11765,-0.5067773,0.3025236
0.26,1.429078,-11.62184,-40.77105,-0.9144878,0.2933788
0.27,1.429078,-11.90838,-41.91721,-1.33366,0.2800422
0.28,1.429078,-12.06263,-42.53422,-1.759002,0.2624522
0.29,1.429078,-12.08127,-42.60875,-2.18509,0.2406013
0.3,1.429078,-11.96315,-42.13628,-2.606452,0.2145367
0.31,1.43586,-11.70937,-41.09403,-3.017392,0.1843628
0.32,1.43586,-11.32324,-39.5495,-3.412887,0.1502339
0.33,1.43586,-10.81021,-37.49741,-3.787861,0.1123553
0.3399999,1.43586,-10.17783,-34.96789,-4.13754,0.07097992
0.3499999,1.43586,-9.435559,-31.9988,-4.457528,0.02640464
0.3599999,1.43586,-8.594629,-28.63508,-4.743879,-0.02103414
0.3699999,1.43586,-7.667868,-24.92803,-4.993159,-0.07096574
0.3799999,1.43586,-6.669437,-20.93431,-5.202502,-0.1229908
0.3899999,1.43586,-5.614624,-16.71505,-5.369653,-0.1766873
0.3999999,1.43586,-4.519543,-12.33473,-5.493,-0.2316173
0.4099999,1.43586,-3.400883,-7.860091,-5.571601,-0.2873333
0.4199999,1.43586,-2.27559,-3.358922,-5.60519,-0.3433852
0.4299999,1.43586,-1.160591,1.101078,-5.59418,-0.399327
0.4399998,1.43586,-0.0724965,5.453454,-5.539645,-0.4547234
0.4499998,1.43586,0.9726955,9.634222,-5.443303,-0.5091565
0.4599998,1.43586,1.959859,13.58288,-5.307474,-0.5622312
0.4699998,1.43586,2.875019,17.24352,-5.135039,-0.6135816
0.4799998,1.43586,3.705569,20.56572,-4.929382,-0.6628754
0.4899998,1.43586,4.440506,23.50546,-4.694327,-0.7098187
0.4999998,1.43699,5.070591,26.03033,-4.434024,-0.7541589
0.5099998,1.43699,5.588519,28.10204,-4.153004,-0.7956889
