Name: 8, Condition: 3, Run: 17, Date: 10/16/2019 3:59:19 PM, Testing: True
time,userInput,disturbanceInput,angAcc,angVel,rollAngle
0.03,2.931244,4.44924,29.52194,0.6382526,0.01149318
0.04,3.009234,4.417681,29.70766,0.9353292,0.02084647
0.05,3.009234,4.276578,29.14325,1.226762,0.03311409
0.05999999,3.009234,4.024192,28.13371,1.508099,0.04819508
0.06999999,3.009234,3.660875,26.68044,1.774903,0.06594411
0.07999999,2.978717,3.189085,24.6712,2.021615,0.08616026
0.08999999,2.922202,2.613359,22.14224,2.243037,0.1085906
0.09999999,2.922202,1.940252,19.44981,2.437536,0.132966
0.11,2.918811,1.17823,16.38816,2.601417,0.1589801
0.12,2.918811,0.3375367,13.02539,2.731671,0.1862969
0.13,2.918811,-0.5699781,9.39533,2.825624,0.2145531
0.14,2.918811,-1.531064,5.550985,2.881134,0.2433644
0.15,2.918811,-2.53129,1.550081,2.896635,0.2723308
0.16,2.918811,-3.555301,-2.545962,2.871175,0.3010425
0.17,2.918811,-4.587086,-6.673102,2.804444,0.329087
0.18,2.918811,-5.610249,-10.76575,2.696787,0.3560548
0.19,2.918811,-6.608318,-14.75803,2.549206,0.3815469
0.2,2.918811,-7.56502,-18.58484,2.363358,0.4051805
0.21,2.950459,-8.464574,-22.05646,2.142793,0.4266084
0.22,2.950459,-9.291985,-25.3661,1.889132,0.4454997
0.23,2.976456,-10.03329,-28.22734,1.606859,0.4615683
0.24,2.988889,-10.67584,-30.7478,1.299381,0.4745621
0.25,2.988889,-11.20849,-32.87841,0.9705968,0.4842681
0.26,2.988889,-11.62184,-34.53181,0.6252787,0.4905209
0.27,2.988889,-11.90838,-35.67796,0.2684991,0.4932058
0.28,2.988889,-12.06263,-36.29498,-0.09445067,0.4922614
0.29,2.988889,-12.08127,-36.36951,-0.4581457,0.4876799
0.3,2.988889,-11.96315,-35.89703,-0.8171161,0.4795087
0.31,2.988889,-11.70937,-34.88191,-1.165935,0.4678494
0.32,2.988889,-11.32324,-33.33739,-1.499309,0.4528563
0.33,2.988889,-10.81021,-31.28529,-1.812162,0.4347346
0.3399999,2.99341,-10.17783,-28.73769,-2.099539,0.4137393
0.3499999,2.99341,-9.435559,-25.7686,-2.357225,0.390167
0.3599999,2.99341,-8.594629,-22.40488,-2.581274,0.3643543
0.3699999,2.99341,-7.667868,-18.69783,-2.768252,0.3366718
0.3799999,2.997931,-6.669437,-14.68602,-2.915112,0.3075207
0.3899999,2.997931,-5.614624,-10.46677,-3.01978,0.2773229
0.3999999,2.997931,-4.519543,-6.086447,-3.080644,0.2465164
0.4099999,2.997931,-3.400883,-1.611805,-3.096762,0.2155488
0.4199999,2.997931,-2.27559,2.889364,-3.067868,0.1848701
0.4299999,2.997931,-1.160591,7.349364,-2.994375,0.1549264
