Name: 8, Condition: 3, Run: 19, Date: 10/16/2019 4:03:50 PM, Testing: True
time,userInput,disturbanceInput,angAcc,angVel,rollAngle
0.03,0,4.44924,17.79696,0.5210028,0.01032068
0.04,0,4.417681,17.67072,0.6977101,0.01729778
0.05,0,4.276578,17.10631,0.8687732,0.02598551
0.05999999,0,4.024192,16.09677,1.029741,0.03628292
0.06999999,0,3.660875,14.6435,1.176176,0.04804468
0.07999999,0,3.189085,12.75634,1.303739,0.06108207
0.08999999,0,2.613359,10.45343,1.408274,0.07516481
0.09999999,0,1.940252,7.761007,1.485884,0.09002364
0.11,0,1.17823,4.71292,1.533013,0.1053538
0.12,0,0.3375367,1.350147,1.546514,0.1208189
0.13,0.275044,-0.5699781,-1.179737,1.534717,0.1361661
0.14,0.3869434,-1.531064,-4.576484,1.488952,0.1510556
0.15,0.3869434,-2.53129,-8.577388,1.403178,0.1650874
0.16,0.5056248,-3.555301,-12.19871,1.281191,0.1778993
0.17,0.5056248,-4.587086,-16.32585,1.117933,0.1890786
0.18,0.5553578,-5.610249,-20.21956,0.9157373,0.198236
0.19,0.5553578,-6.608318,-24.21184,0.6736189,0.2049722
0.2,0.5553578,-7.56502,-28.03865,0.3932324,0.2089045
0.21,0.5576183,-8.464574,-31.62782,0.07695416,0.2096741
0.22,0.5576183,-9.291985,-34.93747,-0.2724205,0.2069499
0.23,0.5723122,-10.03329,-37.84392,-0.6508597,0.2004413
0.24,0.6457816,-10.67584,-40.12024,-1.052062,0.1899206
0.25,0.6457816,-11.20849,-42.25084,-1.47457,0.1751749
0.26,0.6921239,-11.62184,-43.71887,-1.911759,0.1560573
0.27,0.6921239,-11.90838,-44.86502,-2.360409,0.1324532
0.28,0.7961113,-12.06263,-45.06609,-2.81107,0.1043426
0.29,0.9147925,-12.08127,-44.6659,-3.257729,0.07176526
0.3,0.9147925,-11.96315,-44.19342,-3.699663,0.03476863
0.31,0.9532226,-11.70937,-43.02458,-4.129909,-0.00653046
0.32,0.9532226,-11.32324,-41.48005,-4.54471,-0.05197756
0.33,1.011998,-10.81021,-39.19286,-4.936638,-0.1013439
0.3399999,1.016519,-10.17783,-36.64525,-5.303091,-0.1543749
0.3499999,1.016519,-9.435559,-33.67616,-5.639853,-0.2107734
0.3599999,1.016519,-8.594629,-30.31244,-5.942977,-0.2702031
0.3699999,1.016519,-7.667868,-26.60539,-6.209031,-0.3322935
0.3799999,1.016519,-6.669437,-22.61167,-6.435148,-0.3966449
0.3899999,1.016519,-5.614624,-18.39242,-6.619072,-0.4628356
0.3999999,1.016519,-4.519543,-14.01209,-6.759193,-0.5304276
0.4099999,1.016519,-3.400883,-9.537453,-6.854568,-0.5989733
0.4199999,1.016519,-2.27559,-5.036284,-6.904931,-0.6680226
0.4299999,1.016519,-1.160591,-0.5762844,-6.910694,-0.7371295
0.4399998,1.016519,-0.0724965,3.776092,-6.872933,-0.8058589
0.4499998,1.016519,0.9726955,7.95686,-6.793365,-0.8737925
0.4599998,1.016519,1.959859,11.90551,-6.674309,-0.9405355
0.4699998,1.016519,2.875019,15.56615,-6.518648,-1.005722
0.4799998,1.016519,3.705569,18.88835,-6.329764,-1.06902
0.4899998,1.016519,4.440506,21.8281,-6.111484,-1.130134
