Name: Lorenzo, Condition: 1, Run: 11, Date: 10/10/2019 3:24:16 PM, Testing: True
time,userInput,disturbanceInput,angAcc,angVel,rollAngle
0.03,0,4.44924,17.79696,0.5210028,0.01032068
0.04,0,4.417681,17.67072,0.6977101,0.01729778
0.05,0,4.276578,17.10631,0.8687732,0.02598551
0.05999999,0,4.024192,16.09677,1.029741,0.03628292
0.06999999,0,3.660875,14.6435,1.176176,0.04804468
0.07999999,0,3.189085,12.75634,1.303739,0.06108207
0.08999999,0,2.613359,10.45343,1.408274,0.07516481
0.09999999,0,1.940252,7.761007,1.485884,0.09002364
0.11,0,1.17823,4.71292,1.533013,0.1053538
0.12,0,0.3375367,1.350147,1.546514,0.1208189
0.13,0,-0.5699781,-2.279912,1.523715,0.1360561
0.14,0,-1.531064,-6.124257,1.462473,0.1506808
0.15,0,-2.53129,-10.12516,1.361221,0.164293
0.16,0,-3.555301,-14.2212,1.219009,0.1764831
0.17,0.06819931,-4.587086,-18.07555,1.038254,0.1868656
0.18,0.1721868,-5.610249,-21.75225,0.820731,0.1950729
0.19,0.3665981,-6.608318,-24.96688,0.5710623,0.2007836
0.2,0.4445885,-7.56502,-28.48173,0.286245,0.203646
0.21,0.4445885,-8.464574,-32.07994,-0.03455438,0.2033005
0.22,0.5124065,-9.291985,-35.11831,-0.3857375,0.1994431
0.23,0.571182,-10.03329,-37.84844,-0.7642219,0.1918009
0.24,0.6231757,-10.67584,-40.21066,-1.166328,0.1801376
0.25,0.6582149,-11.20849,-42.20111,-1.588339,0.1642542
0.26,0.6819511,-11.62184,-43.75956,-2.025935,0.1439948
0.27,0.7000359,-11.90838,-44.83337,-2.474269,0.1192521
0.28,0.7000359,-12.06263,-45.45039,-2.928772,0.08996441
0.29,0.7000359,-12.08127,-45.52492,-3.384022,0.0561242
0.3,0.7000359,-11.96315,-45.05244,-3.834546,0.01777874
0.31,0.7000359,-11.70937,-44.03732,-4.27492,-0.02497046
0.32,0.7000359,-11.32324,-42.4928,-4.699848,-0.07196894
0.33,0.7000359,-10.81021,-40.4407,-5.104255,-0.1230115
0.3399999,0.7000359,-10.17783,-37.91118,-5.483366,-0.1778452
0.3499999,0.7113389,-9.435559,-34.89688,-5.832335,-0.2361685
0.3599999,0.7113389,-8.594629,-31.53316,-6.147667,-0.2976452
0.3699999,0.7113389,-7.667868,-27.82611,-6.425928,-0.3619045
0.3799999,0.7113389,-6.669437,-23.83239,-6.664252,-0.428547
0.3899999,0.7113389,-5.614624,-19.61314,-6.860383,-0.4971508
0.3999999,0.7113389,-4.519543,-15.23282,-7.012711,-0.567278
0.4099999,0.7113389,-3.400883,-10.75817,-7.120293,-0.6384809
0.4199999,0.7113389,-2.27559,-6.257006,-7.182863,-0.7103095
0.4299999,0.7113389,-1.160591,-1.797006,-7.200833,-0.7823178
0.4399998,0.7113389,-0.0724965,2.55537,-7.175279,-0.8540706
0.4499998,0.7113389,0.9726955,6.736138,-7.107918,-0.9251498
0.4599998,0.7113389,1.959859,10.68479,-7.00107,-0.9951605
0.4699998,0.7113389,2.875019,14.34543,-6.857616,-1.063737
0.4799998,0.7181206,3.705569,17.69476,-6.680668,-1.130543
0.4899998,0.7362054,4.440506,20.70684,-6.4736,-1.195279
