Name: 2, Condition: 1, Run: 24, Date: 10/8/2019 11:22:27 AM, Testing: True
time,userInput,disturbanceInput,angAcc,angVel,rollAngle
0.03,1.559062,4.44924,24.03321,0.5833653,0.0109443
0.04,1.559062,4.417681,23.90697,0.822435,0.01916865
0.05,1.559062,4.276578,23.34256,1.055861,0.02972726
0.05999999,1.559062,4.024192,22.33302,1.279191,0.04251917
0.06999999,1.559062,3.660875,20.87975,1.487988,0.05739905
0.07999999,1.559062,3.189085,18.99259,1.677914,0.0741782
0.08999999,1.559062,2.613359,16.68968,1.844811,0.0926263
0.09999999,1.559062,1.940252,13.99726,1.984784,0.1124741
0.11,1.559062,1.17823,10.94917,2.094275,0.1334169
0.12,1.559062,0.3375367,7.586395,2.170139,0.1551183
0.13,1.559062,-0.5699781,3.956336,2.209702,0.1772153
0.14,1.559062,-1.531064,0.1119914,2.210822,0.1993235
0.15,1.559062,-2.53129,-3.888913,2.171933,0.2210429
0.16,1.559062,-3.555301,-7.984956,2.092084,0.2419637
0.17,1.559062,-4.587086,-12.1121,1.970963,0.2616733
0.18,1.559062,-5.610249,-16.20475,1.808915,0.2797625
0.19,1.559062,-6.608318,-20.19703,1.606945,0.2958319
0.2,1.559062,-7.56502,-24.02383,1.366707,0.309499
0.21,1.559062,-8.464574,-27.62205,1.090486,0.3204038
0.22,1.559062,-9.291985,-30.93169,0.7811694,0.3282155
0.23,1.559062,-10.03329,-33.89692,0.4422002,0.3326375
0.24,1.559062,-10.67584,-36.46711,0.07752912,0.3334128
0.25,1.559062,-11.20849,-38.59772,-0.308448,0.3303283
0.26,1.559062,-11.62184,-40.25112,-0.7109592,0.3232188
0.27,1.559062,-11.90838,-41.39727,-1.124932,0.3119694
0.28,1.559062,-12.06263,-42.01429,-1.545075,0.2965187
0.29,1.559062,-12.08127,-42.08882,-1.965963,0.276859
0.3,1.559062,-11.96315,-41.61634,-2.382126,0.2530378
0.31,1.559062,-11.70937,-40.60122,-2.788139,0.2251564
0.32,1.559062,-11.32324,-39.05669,-3.178705,0.1933693
0.33,1.559062,-10.81021,-37.0046,-3.548751,0.1578818
0.3399999,1.559062,-10.17783,-34.47508,-3.893502,0.1189468
0.3499999,1.559062,-9.435559,-31.50599,-4.208562,0.07686119
0.3599999,1.559062,-8.594629,-28.14227,-4.489985,0.03196134
0.3699999,1.559062,-7.667868,-24.43522,-4.734337,-0.01538202
0.3799999,1.559062,-6.669437,-20.4415,-4.938752,-0.06476954
0.3899999,1.559062,-5.614624,-16.22225,-5.100974,-0.1157793
0.3999999,1.559062,-4.519543,-11.84192,-5.219393,-0.1679732
0.4099999,1.559062,-3.400883,-7.367282,-5.293066,-0.2209039
0.4199999,1.559062,-2.27559,-2.866113,-5.321727,-0.2741211
0.4299999,1.559062,-1.160591,1.593886,-5.305789,-0.327179
0.4399998,1.559062,-0.0724965,5.946262,-5.246326,-0.3796423
0.4499998,1.559062,0.9726955,10.12703,-5.145056,-0.4310928
0.4599998,1.559062,1.959859,14.07569,-5.004299,-0.4811358
0.4699998,1.559062,2.875019,17.73632,-4.826935,-0.5294052
0.4799998,1.559062,3.705569,21.05852,-4.61635,-0.5755687
0.4899998,1.559062,4.440506,23.99827,-4.376368,-0.6193324
0.4999998,1.559062,5.070591,26.51861,-4.111181,-0.6604442
0.5099998,1.559062,5.588519,28.59032,-3.825278,-0.698697
0.5199998,1.559062,5.989013,30.1923,-3.523355,-0.7339305
0.5299998,1.559062,6.268928,31.31196,-3.210235,-0.7660329
0.5399998,1.559062,6.427269,31.94532,-2.890782,-0.7949407
0.5499998,1.559062,6.465206,32.09707,-2.569811,-0.8206388
0.5599998,1.559062,6.386023,31.78034,-2.252008,-0.8431589
0.5699998,1.559062,6.195053,31.01646,-1.941843,-0.8625773
0.5799997,1.559062,5.899548,29.83444,-1.643499,-0.8790123
0.5899997,1.559062,5.508548,28.27044,-1.360795,-0.8926202
0.5999997,1.559062,5.032696,26.36703,-1.097124,-0.9035915
0.6099997,1.559062,4.484011,24.17229,-0.8554015,-0.9121455
0.6199997,1.559062,3.875679,21.73896,-0.6380118,-0.9185256
0.6299997,1.559062,3.22179,19.12341,-0.4467777,-0.9229934
0.6399997,1.559062,2.537072,16.38453,-0.2829324,-0.9258227
0.6499997,1.559062,1.836588,13.5826,-0.1471064,-0.9272938
0.6599997,1.559062,1.135491,10.77821,-0.03932428,-0.927687
0.6699997,1.559062,0.4487189,8.031124,0.04098696,-0.9272772
0.6799996,1.559062,-0.2093081,5.399016,0.09497712,-0.9263274
0.6899996,1.559062,-0.8249119,2.936601,0.1243431,-0.925084
0.6999996,1.559062,-1.385438,0.6944962,0.1312881,-0.9237711
0.7099996,1.559062,-1.879484,-1.281689,0.1184712,-0.9225864
0.7199996,1.559062,-2.297116,-2.952217,0.08894903,-0.921697
0.7299996,1.559062,-2.630034,-4.283889,0.04611014,-0.9212359
0.7399996,1.559062,-2.871731,-5.250675,-0.006396608,-0.9212998
0.7499996,1.559062,-3.017612,-5.834201,-0.06473862,-0.9219472
0.7599996,1.559062,-3.065064,-6.024008,-0.1249787,-0.923197
0.7699996,1.559062,-3.013504,-5.817766,-0.1831564,-0.9250286
0.7799996,1.517241,-2.864379,-5.388553,-0.2370419,-0.927399
0.7899995,1.517241,-2.621131,-4.41556,-0.2811975,-0.9302109
0.7999995,1.494636,-2.289124,-3.177954,-0.312977,-0.9333407
0.8099995,1.478811,-1.875536,-1.586901,-0.328846,-0.9366292
0.8199995,1.478811,-1.389202,0.3584361,-0.3252617,-0.9398818
0.8299995,1.478811,-0.8404642,2.553388,-0.2997278,-0.9428791
0.8399995,1.478811,-0.240946,4.95146,-0.2502132,-0.9453812
0.8499995,1.478811,0.396664,7.501901,-0.1751942,-0.9471332
0.8599995,1.478811,1.05888,10.15077,-0.07368656,-0.9478701
0.8699995,1.478811,1.731654,12.84186,0.05473203,-0.9473227
0.8799995,1.478811,2.400659,15.51788,0.2099108,-0.9452236
0.8899994,1.478811,3.051595,18.12162,0.391127,-0.9413124
0.8999994,1.478811,3.670428,20.59696,0.5970966,-0.9353414
0.9099994,1.478811,4.243689,22.89,0.8259966,-0.9270815
0.9199994,1.478811,4.758729,24.95016,1.075498,-0.9163265
0.9299994,1.478811,5.203988,26.7312,1.34281,-0.9028984
0.9399994,1.478811,5.56919,28.192,1.62473,-0.8866511
0.9499994,1.478811,5.845571,29.29753,1.917706,-0.867474
0.9599994,1.478811,6.026057,30.01947,2.2179,-0.845295
0.9699994,1.485593,6.105398,30.36396,2.52154,-0.8200796
0.9799994,1.527414,6.080283,30.43079,2.825848,-0.7918211
0.9899994,1.527414,5.949421,29.90734,3.124921,-0.7605719
0.9999993,1.554541,5.71357,29.07244,3.415646,-0.7264155
1.009999,1.569235,5.375536,27.77909,3.693437,-0.6894811
1.019999,1.569235,4.940147,26.03753,3.953812,-0.6499429
1.029999,1.569235,4.41415,23.93354,4.193147,-0.6080115
1.039999,1.569235,3.806116,21.50141,4.408161,-0.5639299
1.049999,1.569235,3.126292,18.78211,4.595982,-0.51797
1.059999,1.569235,2.386396,15.82253,4.754207,-0.470428
1.069999,1.569235,1.59944,12.6747,4.880954,-0.4216184
1.079999,1.578277,0.779474,9.431005,4.975265,-0.3718658
1.089999,1.578277,-0.05865317,6.078497,5.036049,-0.3215053
1.099999,1.578277,-0.8995933,2.714737,5.063197,-0.2708733
1.109999,1.578277,-1.72774,-0.5978498,5.057218,-0.2203011
1.119999,1.585059,-2.527537,-3.769911,5.019519,-0.1701059
1.129999,1.585059,-3.283779,-6.794879,4.95157,-0.1205902
1.139999,1.585059,-3.981862,-9.58721,4.855698,-0.07203325
1.149999,1.585059,-4.608078,-12.09208,4.734777,-0.02468548
1.159999,1.585059,-5.149864,-14.25922,4.592185,0.02123638
1.169999,1.585059,-5.596035,-16.0439,4.431746,0.06555384
1.179999,1.585059,-5.937024,-17.40786,4.257668,0.1081305
1.189999,1.585059,-6.165023,-18.31985,4.07447,0.1488752
1.199999,1.585059,-6.274165,-18.75642,3.886905,0.1877443
1.209999,1.585059,-6.260635,-18.7023,3.699883,0.2247431
1.219999,1.585059,-6.122753,-18.15077,3.518375,0.2599269
1.229999,1.585059,-5.861013,-17.10382,3.347337,0.2934002
1.239999,1.585059,-5.478095,-15.57214,3.191615,0.3253164
1.249999,1.585059,-4.978815,-13.57502,3.055865,0.355875
1.259999,1.585059,-4.370065,-11.14002,2.944465,0.3853197
1.269999,1.585059,-3.660697,-8.302552,2.861439,0.4139341
1.279999,1.585059,-2.861372,-5.105251,2.810387,0.4420379
1.289999,1.585059,-1.984383,-1.597295,2.794414,0.4699821
1.299999,1.585059,-1.043444,2.166462,2.816078,0.4981428
1.309999,1.585059,-0.05346514,6.126376,2.877342,0.5269163
1.319999,1.585059,0.9697481,10.21923,2.979535,0.5567116
1.329999,1.585059,2.009706,14.37906,3.123325,0.5879449
1.339999,1.585059,3.049561,18.53848,3.30871,0.6210319
1.349999,1.483332,4.072396,22.22291,3.530939,0.6563413
1.359999,1.483332,5.061516,26.17939,3.792733,0.6942686
1.369999,1.410993,6.000738,29.64692,4.089202,0.7351606
1.379999,1.219973,6.874663,32.37854,4.412988,0.7792905
1.389999,1.219973,7.668999,35.55589,4.768547,0.8269759
1.399999,0.8989683,8.370727,37.07878,5.139334,0.8783693
1.409999,0.8989683,8.968378,39.46939,5.534028,0.9337096
1.419999,0.408419,9.452228,39.44258,5.928454,0.9929941
1.429999,0.08854463,9.814456,39.612,6.324574,1.05624
1.439999,0.08854463,10.04928,40.55129,6.730087,1.123541
1.449999,0,10.15305,40.6122,7.136209,1.194903
1.459999,0,10.12432,40.49728,7.541182,1.270315
1.469999,0,9.963851,39.8554,7.939736,1.349712
1.479999,0,9.674593,38.69837,8.326719,1.432979
1.489999,0,9.261636,37.04654,8.697185,1.519951
1.499999,0,8.732102,34.92841,9.046469,1.610416
1.509999,0,8.095017,32.38007,9.37027,1.704118
1.519999,0,7.361154,29.44461,9.664716,1.800766
1.529999,0,6.542787,26.17115,9.926427,1.90003
1.539999,0,5.653537,22.61415,10.15257,2.001556
1.549999,0,4.708077,18.83231,10.34089,2.104964
1.559999,0,3.721879,14.88752,10.48977,2.209862
1.569999,0,2.710935,10.84374,10.5982,2.315844
1.579999,0,1.691466,6.765863,10.66586,2.422503
1.589999,0,0.6796483,2.718593,10.69305,2.529433
1.599999,0,-0.3087251,-1.2349,10.6807,2.63624
1.609999,0,-1.258458,-5.033832,10.63036,2.742544
1.619999,0,-2.155256,-8.621023,10.54415,2.847986
1.629999,0,-2.985975,-11.9439,10.42471,2.952233
1.639999,0,-3.738843,-14.95537,10.27516,3.054984
1.649999,0,-4.403668,-17.61467,10.09901,3.155974
1.659999,0,-4.972002,-19.88801,9.900132,3.254976
1.669999,0,-5.437296,-21.74919,9.68264,3.351802
1.679999,0,-5.794979,-23.17991,9.450841,3.446311
1.689999,0,-6.042545,-24.17018,9.209139,3.538402
1.699999,0,-6.179574,-24.7183,8.961956,3.628021
1.709999,0,-6.207723,-24.83089,8.713647,3.715158
1.719999,0,-6.130669,-24.52268,8.46842,3.799842
1.729999,0,-5.954041,-23.81616,8.230258,3.882145
1.739999,0,-5.685264,-22.74105,8.002848,3.962173
1.749999,0,-5.333437,-21.33375,7.78951,4.040068
1.759999,0,-4.909131,-19.63652,7.593145,4.116
1.769999,0,-4.424177,-17.69671,7.416178,4.190162
1.779999,-0.6203499,-3.891427,-18.04711,7.235707,4.262519
1.789999,-0.6203499,-3.324501,-15.7794,7.077913,4.333298
1.799999,-1.165153,-2.737531,-15.61074,6.921805,4.402516
1.809999,-1.165153,-2.144836,-13.23996,6.789406,4.47041
1.819999,-1.421731,-1.560709,-11.92976,6.670108,4.537111
1.829999,-1.864808,-0.9990984,-11.45563,6.555552,4.602667
1.839999,-1.864808,-0.4733375,-9.352583,6.462026,4.667287
1.849999,-2.224243,0.004108767,-8.880537,6.373221,4.731019
1.859999,-2.224243,0.4218848,-7.209433,6.301126,4.794031
1.869999,-2.504557,0.769967,-6.938359,6.231743,4.856348
1.879999,-2.702359,1.03988,-6.649914,6.165244,4.918001
1.889999,-2.702359,1.224821,-5.910151,6.106142,4.979062
