Name: Lorenzo, Condition: 1, Run: 8, Date: 10/7/2019 11:09:22 AM, Testing: True
time,userInput,disturbanceInput,angAcc,angVel,rollAngle
0.02,1.039125,4.375035,21.65664,0.3845983,0.005526301
0.03,1.089989,4.44924,22.15692,0.6061674,0.01158798
0.04,1.105813,4.417681,22.09398,0.8271072,0.01985905
0.05,1.105813,4.276578,21.52957,1.042403,0.03028308
0.05999999,1.105813,4.024192,20.52002,1.247603,0.04275911
0.06999999,1.105813,3.660875,19.06675,1.438271,0.05714181
0.07999999,1.105813,3.189085,17.17959,1.610066,0.07324248
0.08999999,1.105813,2.613359,14.87669,1.758833,0.09083081
0.09999999,1.105813,1.940252,12.18426,1.880676,0.1096376
0.11,1.105813,1.17823,9.136171,1.972038,0.1293579
0.12,1.105813,0.3375367,5.773399,2.029772,0.1496557
0.13,1.105813,-0.5699781,2.14334,2.051205,0.1701677
0.14,1.105813,-1.531064,-1.701005,2.034195,0.1905097
0.15,1.105813,-2.53129,-5.701909,1.977176,0.2102814
0.16,1.105813,-3.555301,-9.797953,1.879196,0.2290734
0.17,1.105813,-4.587086,-13.92509,1.739945,0.2464728
0.18,1.105813,-5.610249,-18.01774,1.559768,0.2620705
0.19,1.105813,-6.608318,-22.01002,1.339668,0.2754672
0.2,1.105813,-7.56502,-25.83683,1.0813,0.2862802
0.21,1.105813,-8.464574,-29.43504,0.7869491,0.2941497
0.22,1.105813,-9.291985,-32.74469,0.4595022,0.2987447
0.23,1.105813,-10.03329,-35.70992,0.1024031,0.2997687
0.24,1.108073,-10.67584,-38.27107,-0.2803076,0.2969656
0.25,1.108073,-11.20849,-40.40167,-0.6843243,0.2901224
0.26,1.108073,-11.62184,-42.05507,-1.104875,0.2790736
0.27,1.108073,-11.90838,-43.20123,-1.536887,0.2637047
0.28,1.108073,-12.06263,-43.81824,-1.97507,0.243954
0.29,1.108073,-12.08127,-43.89277,-2.413997,0.2198141
0.3,1.108073,-11.96315,-43.4203,-2.8482,0.1913321
0.31,1.108073,-11.70937,-42.40517,-3.272252,0.1586096
0.32,1.108073,-11.32324,-40.86065,-3.680858,0.121801
0.33,1.108073,-10.81021,-38.80856,-4.068944,0.08111154
0.3399999,1.108073,-10.17783,-36.27903,-4.431734,0.0367942
0.3499999,1.108073,-9.435559,-33.30994,-4.764833,-0.01085414
0.3599999,1.108073,-8.594629,-29.94622,-5.064296,-0.06149709
0.3699999,1.108073,-7.667868,-26.23918,-5.326687,-0.114764
0.3799999,1.108073,-6.669437,-22.24545,-5.549142,-0.1702554
0.3899999,1.108073,-5.614624,-18.0262,-5.729404,-0.2275494
0.3999999,1.108073,-4.519543,-13.64588,-5.865863,-0.286208
0.4099999,1.108073,-3.400883,-9.171237,-5.957575,-0.3457838
0.4199999,1.108073,-2.27559,-4.670068,-6.004276,-0.4058266
0.4299999,1.108073,-1.160591,-0.2100682,-6.006376,-0.4658903
0.4399998,1.108073,-0.0724965,4.142308,-5.964953,-0.5255399
0.4499998,1.108073,0.9726955,8.323076,-5.881722,-0.5843571
0.4599998,1.108073,1.959859,12.27173,-5.759005,-0.6419472
0.4699998,1.108073,2.875019,15.93237,-5.599681,-0.697944
0.4799998,1.108073,3.705569,19.25457,-5.407135,-0.7520154
0.4899998,1.108073,4.440506,22.19432,-5.185192,-0.8038673
0.4999998,1.108073,5.070591,24.71466,-4.938046,-0.8532478
0.5099998,1.108073,5.588519,26.78637,-4.670182,-0.8999496
0.5199998,1.108073,5.989013,28.38835,-4.386298,-0.9438125
0.5299998,1.108073,6.268928,29.508,-4.091218,-0.9847247
0.5399998,1.108073,6.427269,30.14137,-3.789804,-1.022623
0.5499998,1.108073,6.465206,30.29312,-3.486873,-1.057491
0.5599998,1.108073,6.386023,29.97638,-3.187109,-1.089363
0.5699998,1.108073,6.195053,29.21251,-2.894984,-1.118312
0.5799997,1.108073,5.899548,28.03049,-2.614679,-1.144459
0.5899997,1.108073,5.508548,26.46649,-2.350014,-1.167959
0.5999997,1.108073,5.032696,24.56308,-2.104384,-1.189003
0.6099997,1.108073,4.484011,22.36834,-1.8807,-1.20781
0.6199997,1.108073,3.875679,19.93501,-1.68135,-1.224624
0.6299997,1.108073,3.22179,17.31945,-1.508156,-1.239705
0.6399997,1.108073,2.537072,14.58058,-1.36235,-1.253329
0.6499997,1.108073,1.836588,11.77864,-1.244563,-1.265774
0.6599997,1.108073,1.135491,8.974258,-1.154821,-1.277322
0.6699997,1.108073,0.4487189,6.22717,-1.092549,-1.288248
0.6799996,1.108073,-0.2093081,3.595061,-1.056599,-1.298814
0.6899996,1.108073,-0.8249119,1.132646,-1.045272,-1.309267
0.6999996,1.108073,-1.385438,-1.109458,-1.056367,-1.31983
0.7099996,1.108073,-1.879484,-3.085643,-1.087223,-1.330703
0.7199996,1.108073,-2.297116,-4.756171,-1.134785,-1.34205
0.7299996,1.108073,-2.630034,-6.087844,-1.195663,-1.354007
0.7399996,1.108073,-2.871731,-7.054629,-1.26621,-1.366669
0.7499996,1.108073,-3.017612,-7.638156,-1.342591,-1.380095
0.7599996,1.108073,-3.065064,-7.827963,-1.420871,-1.394304
0.7699996,1.108073,-3.013504,-7.62172,-1.497088,-1.409275
0.7799996,1.108073,-2.864379,-7.025224,-1.56734,-1.424948
0.7899995,1.108073,-2.621131,-6.052231,-1.627862,-1.441227
