Name: Lorenzo, Condition: 1, Run: 13, Date: 10/7/2019 11:18:53 AM, Testing: True
time,userInput,disturbanceInput,angAcc,angVel,rollAngle
0.02,0.7418571,4.375035,20.46757,0.3727075,0.005407393
0.03,0.7418571,4.44924,20.76439,0.5803514,0.01121091
0.04,0.8368021,4.417681,21.01793,0.7905307,0.01911622
0.05,1.022171,4.276578,21.195,1.002481,0.02914102
0.05999999,1.106943,4.024192,20.52454,1.207726,0.04121828
0.06999999,1.196236,3.660875,19.42844,1.402011,0.05523839
0.07999999,1.28327,3.189085,17.88942,1.580905,0.07104743
0.08999999,1.344306,2.613359,15.83066,1.739211,0.08843955
0.09999999,1.3963,1.940252,13.34621,1.872673,0.1071663
0.11,1.459596,1.17823,10.55131,1.978186,0.1269481
0.12,1.485593,0.3375367,7.292518,2.051112,0.1474593
0.13,1.485593,-0.5699781,3.662458,2.087736,0.1683366
0.14,1.491245,-1.531064,-0.1592779,2.086143,0.1891981
0.15,1.500287,-2.53129,-4.124013,2.044903,0.2096471
0.16,1.502548,-3.555301,-8.211015,1.962793,0.229275
0.17,1.502548,-4.587086,-12.33815,1.839412,0.2476691
0.18,1.502548,-5.610249,-16.43081,1.675104,0.2644202
0.19,1.502548,-6.608318,-20.42308,1.470873,0.2791289
0.2,1.502548,-7.56502,-24.24989,1.228374,0.2914126
0.21,1.502548,-8.464574,-27.84811,0.9498928,0.3009115
0.22,1.502548,-9.291985,-31.15775,0.6383153,0.3072947
0.23,1.502548,-10.03329,-34.12298,0.2970856,0.3102655
0.24,1.505938,-10.67584,-36.67961,-0.06971052,0.3095684
0.25,1.505938,-11.20849,-38.81021,-0.4578126,0.3049903
0.26,1.505938,-11.62184,-40.46361,-0.8624487,0.2963658
0.27,1.505938,-11.90838,-41.60976,-1.278546,0.2835804
0.28,1.505938,-12.06263,-42.22678,-1.700814,0.2665722
0.29,1.505938,-12.08127,-42.30131,-2.123827,0.2453339
0.3,1.505938,-11.96315,-41.82883,-2.542115,0.2199128
0.31,1.505938,-11.70937,-40.81371,-2.950253,0.1904103
0.32,1.505938,-11.32324,-39.26919,-3.342944,0.1569808
0.33,1.505938,-10.81021,-37.21709,-3.715115,0.1198297
0.3399999,1.505938,-10.17783,-34.68757,-4.061991,0.07920975
0.3499999,1.505938,-9.435559,-31.71848,-4.379176,0.03541799
0.3599999,1.505938,-8.594629,-28.35476,-4.662724,-0.01120924
0.3699999,1.505938,-7.667868,-24.64772,-4.909201,-0.06030125
0.3799999,1.505938,-6.669437,-20.65399,-5.115741,-0.1114587
0.3899999,1.505938,-5.614624,-16.43474,-5.280088,-0.1642595
0.3999999,1.505938,-4.519543,-12.05442,-5.400632,-0.2182658
0.4099999,1.505938,-3.400883,-7.579777,-5.476429,-0.2730301
0.4199999,1.505938,-2.27559,-3.078608,-5.507215,-0.3281023
