Name: Lorenzo, Condition: 1, Run: 14, Date: 10/7/2019 11:20:47 AM, Testing: True
time,userInput,disturbanceInput,angAcc,angVel,rollAngle
0.03,0,4.44924,17.79696,0.5210028,0.01032068
0.04,0,4.417681,17.67072,0.6977101,0.01729778
0.05,0,4.276578,17.10631,0.8687732,0.02598551
0.05999999,0,4.024192,16.09677,1.029741,0.03628292
0.06999999,0.04220257,3.660875,14.81231,1.177864,0.04806156
0.07999999,0.1495809,3.189085,13.35466,1.311411,0.06117567
0.08999999,0.249047,2.613359,11.44962,1.425907,0.07543474
0.09999999,0.3462528,1.940252,9.146018,1.517367,0.0906084
0.11,0.3462528,1.17823,6.097931,1.578346,0.1063919
0.12,0.4491097,0.3375367,3.146585,1.609812,0.12249
0.13,0.5440549,-0.5699781,-0.1036928,1.608775,0.1385777
0.14,0.6310876,-1.531064,-3.599907,1.572776,0.1543055
0.15,0.7113389,-2.53129,-7.279805,1.499978,0.1693053
0.16,0.7757658,-3.555301,-11.11814,1.388797,0.1831933
0.17,0.8594079,-4.587086,-14.91071,1.23969,0.1955902
0.18,0.8797532,-5.610249,-18.92198,1.05047,0.2060948
0.19,0.9023591,-6.608318,-22.82384,0.8222317,0.2143172
0.2,0.9170531,-7.56502,-26.59187,0.556313,0.2198803
0.21,0.9170531,-8.464574,-30.19008,0.2544122,0.2224244
0.22,0.923835,-9.291985,-33.4726,-0.08031381,0.2216213
0.23,0.923835,-10.03329,-36.43783,-0.4446921,0.2171743
0.24,0.923835,-10.67584,-39.00802,-0.8347723,0.2088266
0.25,0.923835,-11.20849,-41.13863,-1.246159,0.196365
0.26,0.923835,-11.62184,-42.79203,-1.674079,0.1796242
0.27,0.923835,-11.90838,-43.93818,-2.113461,0.1584896
0.28,0.923835,-12.06263,-44.55519,-2.559012,0.1328995
0.29,0.923835,-12.08127,-44.62973,-3.00531,0.1028464
0.3,0.923835,-11.96315,-44.15725,-3.446882,0.06837761
0.31,0.923835,-11.70937,-43.14213,-3.878303,0.02959457
0.32,0.923835,-11.32324,-41.5976,-4.294279,-0.01334822
0.33,0.923835,-10.81021,-39.54551,-4.689734,-0.06024555
0.3399999,0.923835,-10.17783,-37.01599,-5.059894,-0.1108445
0.3499999,0.923835,-9.435559,-34.0469,-5.400363,-0.1648481
0.3599999,0.923835,-8.594629,-30.68318,-5.707195,-0.2219201
0.3699999,0.923835,-7.667868,-26.97613,-5.976956,-0.2816896
0.3799999,0.923835,-6.669437,-22.98241,-6.20678,-0.3437575
0.3899999,0.923835,-5.614624,-18.76315,-6.394412,-0.4077016
0.3999999,0.923835,-4.519543,-14.38283,-6.53824,-0.4730839
0.4099999,0.923835,-3.400883,-9.908191,-6.637322,-0.5394571
0.4199999,0.923835,-2.27559,-5.407022,-6.691392,-0.606371
0.4299999,0.923835,-1.160591,-0.947022,-6.700862,-0.6733797
0.4399998,0.923835,-0.0724965,3.405354,-6.666809,-0.7400478
0.4499998,0.923835,0.9726955,7.586123,-6.590947,-0.8059572
0.4599998,0.923835,1.959859,11.53478,-6.475599,-0.8707132
0.4699998,0.923835,2.875019,15.19542,-6.323645,-0.9339496
0.4799998,0.9283561,3.705569,18.5357,-6.138288,-0.9953325
0.4899998,0.9283561,4.440506,21.47545,-5.923533,-1.054568
