Name: Lorenzo, Condition: 1, Run: 6, Date: 10/7/2019 11:05:11 AM, Testing: False
time,userInput,disturbanceInput,angAcc,angVel,rollAngle
0.03,0.616394,4.44924,20.26254,0.5456586,0.01056724
0.04,0.9373984,4.417681,21.42032,0.7598618,0.01816585
0.05,1.200758,4.276578,21.90934,0.9789553,0.02795541
0.05999999,1.365781,4.024192,21.55989,1.194554,0.03990095
0.06999999,1.460726,3.660875,20.4864,1.399418,0.05389513
0.07999999,1.486723,3.189085,18.70323,1.586451,0.06975964
0.08999999,1.491245,2.613359,16.41842,1.750635,0.08726598
0.09999999,1.491245,1.940252,13.72599,1.887895,0.1061449
0.11,1.446032,1.17823,10.49705,1.992865,0.1260736
0.12,1.391778,0.3375367,6.91726,2.062037,0.146694
0.13,1.351088,-0.5699781,3.124438,2.093282,0.1676268
0.14,1.318309,-1.531064,-0.8510208,2.084772,0.1884745
0.15,1.28553,-2.53129,-4.98304,2.034941,0.2088239
0.16,1.255012,-3.555301,-9.201157,1.94293,0.2282532
0.17,1.230146,-4.587086,-13.42776,1.808652,0.2463397
0.18,1.192846,-5.610249,-17.66961,1.631956,0.2626593
0.19,1.182673,-6.608318,-21.70258,1.41493,0.2768086
0.2,1.182673,-7.56502,-25.52939,1.159636,0.288405
0.21,1.174761,-8.464574,-29.15925,0.8680438,0.2970854
0.22,1.160067,-9.291985,-32.52767,0.542767,0.3025131
0.23,1.146504,-10.03329,-35.54715,0.1872955,0.304386
0.24,1.140852,-10.67584,-38.13995,-0.194104,0.302445
0.25,1.111464,-11.20849,-40.38811,-0.5979851,0.2964652
0.26,1.091119,-11.62184,-42.12289,-1.019214,0.286273
0.27,1.069643,-11.90838,-43.35495,-1.452763,0.2717454
0.28,1.040256,-12.06263,-44.08951,-1.893659,0.2528088
0.29,1.01991,-12.08127,-44.24543,-2.336113,0.2294477
0.3,1.01991,-11.96315,-43.77295,-2.773842,0.2017093
0.31,0.9882618,-11.70937,-42.88442,-3.202687,0.1696824
0.32,0.9667863,-11.32324,-41.4258,-3.616945,0.1335129
0.33,0.9385287,-10.81021,-39.48673,-4.011812,0.09339483
0.3399999,0.8944472,-10.17783,-37.13354,-4.383147,0.04956336
0.3499999,0.8797532,-9.435559,-34.22322,-4.725379,0.002309566
0.3599999,0.8684505,-8.594629,-30.90471,-5.034427,-0.0480347
0.3699999,0.8560171,-7.667868,-27.2474,-5.306901,-0.1011037
0.3799999,0.8368021,-6.669437,-23.33054,-5.540206,-0.1565058
0.3899999,0.8232384,-5.614624,-19.16554,-5.731862,-0.2138244
0.3999999,0.8232384,-4.519543,-14.78522,-5.879714,-0.2726215
0.4099999,0.8040233,-3.400883,-10.38744,-5.983588,-0.3324574
0.4199999,0.8006325,-2.27559,-5.899832,-6.042586,-0.3928832
0.4299999,0.8006325,-1.160591,-1.439832,-6.056984,-0.4534531
0.4399998,0.8006325,-0.0724965,2.912544,-6.027859,-0.5137317
0.4499998,0.8006325,0.9726955,7.093312,-5.956926,-0.5733009
0.4599998,0.7983719,1.959859,11.03292,-5.846597,-0.6317669
0.4699998,0.7927202,2.875019,14.67096,-5.699887,-0.6887657
0.4799998,0.7780266,3.705569,17.93438,-5.520544,-0.7439711
0.4899998,0.7757658,4.440506,20.86509,-5.311893,-0.7970901
0.4999998,0.7757658,5.070591,23.38543,-5.078038,-0.8478704
