Name: Lorenzo, Condition: 1, Run: 11, Date: 10/7/2019 11:15:02 AM, Testing: True
time,userInput,disturbanceInput,angAcc,angVel,rollAngle
0.02,0.4728461,4.375035,19.39153,0.3619471,0.005299789
0.03,0.56327,4.44924,20.05004,0.5624475,0.01092426
0.04,0.6514332,4.417681,20.27646,0.7652121,0.01857638
0.05,0.7215115,4.276578,19.99236,0.9651356,0.02822774
0.05999999,0.7215115,4.024192,18.98281,1.154964,0.03977738
0.06999999,0.7791569,3.660875,17.76013,1.332565,0.05310303
0.07999999,0.8458443,3.189085,16.13972,1.493962,0.06804264
0.08999999,0.8594079,2.613359,13.89107,1.632873,0.08437137
0.09999999,0.8854049,1.940252,11.30263,1.745899,0.1018304
0.11,0.897838,1.17823,8.304272,1.828942,0.1201198
0.12,0.9181833,0.3375367,5.02288,1.879171,0.1389115
0.13,0.9373984,-0.5699781,1.469681,1.893867,0.1578502
0.14,0.9441804,-1.531064,-2.347536,1.870392,0.1765541
0.15,0.9554831,-2.53129,-6.303229,1.80736,0.1946277
0.16,0.9554831,-3.555301,-10.39927,1.703367,0.2116614
0.17,0.9588743,-4.587086,-14.51285,1.558239,0.2272437
0.18,0.9701771,-5.610249,-18.56029,1.372636,0.2409701
0.19,0.984871,-6.608318,-22.49379,1.147698,0.2524471
0.2,1.006347,-7.56502,-26.23469,0.8853508,0.2613006
0.21,1.041386,-8.464574,-29.69275,0.5884233,0.2671848
0.22,1.063992,-9.291985,-32.91197,0.2593035,0.2697778
0.23,1.085468,-10.03329,-35.7913,-0.09860943,0.2687917
0.24,1.119376,-10.67584,-38.22586,-0.480868,0.263983
0.25,1.119376,-11.20849,-40.35646,-0.8844326,0.2551387
0.26,1.119376,-11.62184,-42.00986,-1.304531,0.2420934
0.27,1.129549,-11.90838,-43.11532,-1.735684,0.2247366
0.28,1.129549,-12.06263,-43.73234,-2.173008,0.2030065
0.29,1.129549,-12.08127,-43.80687,-2.611076,0.1768957
0.3,1.129549,-11.96315,-43.33439,-3.04442,0.1464515
0.31,1.129549,-11.70937,-42.31927,-3.467613,0.1117754
0.32,1.129549,-11.32324,-40.77475,-3.87536,0.07302178
0.33,1.129549,-10.81021,-38.72265,-4.262587,0.03039591
0.3399999,1.129549,-10.17783,-36.19313,-4.624518,-0.01584927
0.3499999,1.129549,-9.435559,-33.22404,-4.956759,-0.06541686
0.3599999,1.129549,-8.594629,-29.86032,-5.255362,-0.1179705
0.3699999,1.129549,-7.667868,-26.15327,-5.516895,-0.1731394
0.3799999,1.129549,-6.669437,-22.15955,-5.73849,-0.2305243
0.3899999,1.129549,-5.614624,-17.9403,-5.917893,-0.2897032
0.3999999,1.129549,-4.519543,-13.55997,-6.053493,-0.3502382
0.4099999,1.129549,-3.400883,-9.085333,-6.144346,-0.4116816
0.4199999,1.129549,-2.27559,-4.584164,-6.190187,-0.4735835
0.4299999,1.129549,-1.160591,-0.1241646,-6.191429,-0.5354978
0.4399998,1.129549,-0.0724965,4.228211,-6.149147,-0.5969893
0.4499998,1.129549,0.9726955,8.408979,-6.065057,-0.6576399
0.4599998,1.129549,1.959859,12.35763,-5.941481,-0.7170547
0.4699998,1.129549,2.875019,16.01827,-5.781298,-0.7748677
0.4799998,1.129549,3.705569,19.34047,-5.587893,-0.8307466
0.4899998,1.129549,4.440506,22.28022,-5.365091,-0.8843975
0.4999998,1.129549,5.070591,24.80056,-5.117085,-0.9355683
0.5099998,1.129549,5.588519,26.87227,-4.848363,-0.9840519
0.5199998,1.129549,5.989013,28.47425,-4.563621,-1.029688
0.5299998,1.129549,6.268928,29.59391,-4.267682,-1.072365
0.5399998,1.129549,6.427269,30.22727,-3.965409,-1.112019
0.5499998,1.129549,6.465206,30.37902,-3.661619,-1.148635
0.5599998,1.129549,6.386023,30.06229,-3.360996,-1.182245
0.5699998,1.129549,6.195053,29.29841,-3.068012,-1.212925
0.5799997,1.129549,5.899548,28.11639,-2.786848,-1.240794
0.5899997,1.129549,5.508548,26.55239,-2.521324,-1.266007
0.5999997,1.129549,5.032696,24.64898,-2.274834,-1.288755
0.6099997,1.129549,4.484011,22.45424,-2.050292,-1.309258
0.6199997,1.129549,3.875679,20.02091,-1.850083,-1.327759
0.6299997,1.129549,3.22179,17.40536,-1.676029,-1.344519
0.6399997,1.125028,2.537072,14.6484,-1.529545,-1.359815
0.6499997,1.009737,1.836588,11.3853,-1.415692,-1.373972
0.6599997,0.9328772,1.135491,8.273474,-1.332957,-1.387302
0.6699997,0.9328772,0.4487189,5.526384,-1.277694,-1.400079
0.6799996,0.8763624,-0.2093081,2.668217,-1.251011,-1.412589
0.6899996,0.8187172,-0.8249119,-0.0247786,-1.251259,-1.425101
0.6999996,0.7622024,-1.385438,-2.492943,-1.276189,-1.437863
0.7099996,0.685342,-1.879484,-4.776569,-1.323954,-1.451102
0.7199996,0.6039606,-2.297116,-6.772623,-1.391681,-1.465019
0.7299996,0.48754,-2.630034,-8.569978,-1.47738,-1.479793
0.7399996,0.2241805,-2.871731,-10.5902,-1.583282,-1.495626
0.7499996,0.06141762,-3.017612,-11.82478,-1.70153,-1.512641
0.7599996,0,-3.065064,-12.26026,-1.824133,-1.530883
0.7699996,0,-3.013504,-12.05401,-1.944673,-1.550329
0.7799996,0,-2.864379,-11.45752,-2.059248,-1.570922
0.7899995,0,-2.621131,-10.48452,-2.164093,-1.592563
0.7999995,0,-2.289124,-9.156496,-2.255658,-1.615119
0.8099995,0,-1.875536,-7.502146,-2.33068,-1.638426
0.8199995,0,-1.389202,-5.556808,-2.386248,-1.662289
0.8299995,0,-0.8404642,-3.361857,-2.419866,-1.686487
0.8399995,0,-0.240946,-0.963784,-2.429504,-1.710782
0.8499995,0,0.396664,1.586656,-2.413637,-1.734919
0.8599995,0,1.05888,4.235521,-2.371282,-1.758632
0.8699995,0,1.731654,6.926614,-2.302016,-1.781652
0.8799995,0,2.400659,9.602634,-2.20599,-1.803712
0.8899994,0,3.051595,12.20638,-2.083926,-1.824551
0.8999994,0,3.670428,14.68171,-1.937109,-1.843922
0.9099994,0,4.243689,16.97476,-1.767361,-1.861596
0.9199994,0,4.758729,19.03492,-1.577012,-1.877366
0.9299994,0,5.203988,20.81595,-1.368852,-1.891054
0.9399994,0,5.56919,22.27676,-1.146085,-1.902515
0.9499994,0,5.845571,23.38228,-0.9122618,-1.911638
0.9599994,0.1608837,6.026057,24.74776,-0.6647842,-1.918285
0.9699994,0.1608837,6.105398,25.06513,-0.4141329,-1.922427
0.9799994,0.362077,6.080283,25.76944,-0.1564385,-1.923991
0.9899994,0.567791,5.949421,26.06885,0.1042499,-1.922949
0.9999993,0.7927202,5.71357,26.02516,0.3645015,-1.919304
1.009999,1.006347,5.375536,25.52753,0.6197768,-1.913106
1.019999,1.230146,4.940147,24.68117,0.8665885,-1.90444
1.029999,1.681135,4.41415,24.38114,1.1104,-1.893336
1.039999,1.681135,3.806116,21.949,1.32989,-1.880037
1.049999,2.085781,3.126292,20.84829,1.538373,-1.864653
