Name: 0-2, Condition: 3, Run: 3, Date: 10/7/2019 9:38:36 AM, Testing: False
time,userInput,disturbanceInput,angAcc,angVel,rollAngle
0.5399998,0,6.427269,25.70908,-6.133631,-1.654295
0.5499998,0,6.465206,25.86082,-5.875022,-1.713046
0.5599998,0,6.386023,25.54409,-5.619582,-1.769242
0.5699998,0,6.195053,24.78021,-5.371779,-1.822959
0.5799997,0,5.899548,23.59819,-5.135798,-1.874317
0.5899997,0,5.508548,22.03419,-4.915455,-1.923472
0.5999997,0,5.032696,20.13078,-4.714148,-1.970613
0.6099997,0,4.484011,17.93604,-4.534787,-2.015961
0.6199997,0,3.875679,15.50271,-4.37976,-2.059759
0.6299997,0,3.22179,12.88716,-4.250889,-2.102268
0.6399997,0,2.537072,10.14829,-4.149406,-2.143762
0.6499997,0,1.836588,7.346351,-4.075943,-2.184521
0.6599997,0,1.135491,4.541965,-4.030523,-2.224826
0.6699997,0,0.4487189,1.794876,-4.012574,-2.264952
0.6799996,0,-0.2093081,-0.8372325,-4.020947,-2.305161
0.6899996,0,-0.8249119,-3.299648,-4.053943,-2.345701
0.6999996,0,-1.385438,-5.541752,-4.109361,-2.386795
0.7099996,0,-1.879484,-7.517937,-4.18454,-2.42864
0.7199996,0,-2.297116,-9.188465,-4.276425,-2.471404
0.7299996,0,-2.630034,-10.52014,-4.381626,-2.51522
0.7399996,0,-2.871731,-11.48692,-4.496495,-2.560185
0.7499996,0,-3.017612,-12.07045,-4.6172,-2.606357
0.7599996,0,-3.065064,-12.26026,-4.739802,-2.653755
0.7699996,0,-3.013504,-12.05401,-4.860343,-2.702359
0.7799996,0,-2.864379,-11.45752,-4.974918,-2.752108
0.7899995,0,-2.621131,-10.48452,-5.079763,-2.802906
0.7999995,0,-2.289124,-9.156496,-5.171328,-2.854619
0.8099995,0,-1.875536,-7.502146,-5.246349,-2.907083
0.8199995,0,-1.389202,-5.556808,-5.301918,-2.960102
0.8299995,0,-0.8404642,-3.361857,-5.335536,-3.013457
0.8399995,0,-0.240946,-0.963784,-5.345174,-3.066909
0.8499995,0,0.396664,1.586656,-5.329307,-3.120202
0.8599995,0,1.05888,4.235521,-5.286952,-3.173072
0.8699995,0,1.731654,6.926614,-5.217686,-3.225249
0.8799995,0,2.400659,9.602634,-5.121659,-3.276465
0.8899994,0,3.051595,12.20638,-4.999596,-3.326461
0.8999994,0,3.670428,14.68171,-4.852778,-3.374989
0.9099994,0,4.243689,16.97476,-4.683031,-3.421819
0.9199994,0,4.758729,19.03492,-4.492682,-3.466746
0.9299994,0,5.203988,20.81595,-4.284523,-3.509591
0.9399994,0,5.56919,22.27676,-4.061755,-3.550209
0.9499994,0,5.845571,23.38228,-3.827932,-3.588488
0.9599994,0,6.026057,24.10423,-3.58689,-3.624357
0.9699994,0,6.105398,24.42159,-3.342674,-3.657784
0.9799994,0,6.080283,24.32113,-3.099463,-3.688778
0.9899994,0,5.949421,23.79768,-2.861486,-3.717393
0.9999993,0,5.71357,22.85428,-2.632943,-3.743723
1.009999,0,5.375536,21.50215,-2.417922,-3.767902
1.019999,0,4.940147,19.76059,-2.220316,-3.790105
1.029999,0,4.41415,17.6566,-2.04375,-3.810543
1.039999,0,3.806116,15.22446,-1.891505,-3.829458
1.049999,0,3.126292,12.50517,-1.766454,-3.847122
1.059999,0,2.386396,9.545585,-1.670998,-3.863832
1.069999,0,1.59944,6.39776,-1.60702,-3.879902
1.079999,0,0.779474,3.117896,-1.575841,-3.895661
1.089999,0,-0.05865317,-0.2346127,-1.578187,-3.911443
1.099999,0,-0.8995933,-3.598373,-1.614171,-3.927584
1.109999,0,-1.72774,-6.91096,-1.683281,-3.944417
1.119999,0,-2.527537,-10.11015,-1.784382,-3.962261
1.129999,0,-3.283779,-13.13512,-1.915733,-3.981418
1.139999,0,-3.981862,-15.92745,-2.075008,-4.002168
1.149999,0,-4.608078,-18.43231,-2.259331,-4.024762
1.159999,0,-5.149864,-20.59945,-2.465325,-4.049415
1.169999,0,-5.596035,-22.38414,-2.689167,-4.076307
1.179999,0,-5.937024,-23.74809,-2.926648,-4.105573
1.189999,0,-6.165023,-24.66009,-3.173249,-4.137306
1.199999,0,-6.274165,-25.09666,-3.424215,-4.171548
1.209999,0,-6.260635,-25.04254,-3.67464,-4.208294
1.219999,0,-6.122753,-24.49101,-3.91955,-4.24749
1.229999,0,-5.861013,-23.44405,-4.153991,-4.28903
1.239999,0,-5.478095,-21.91238,-4.373115,-4.332761
1.249999,0,-4.978815,-19.91526,-4.572267,-4.378483
1.259999,0,-4.370065,-17.48026,-4.74707,-4.425954
1.269999,0,-3.660697,-14.64279,-4.893498,-4.474889
1.279999,0,-2.861372,-11.44549,-5.007953,-4.524968
1.289999,0,-1.984383,-7.937532,-5.087328,-4.575841
1.299999,0,-1.043444,-4.173775,-5.129066,-4.627132
1.309999,0,-0.05346514,-0.2138605,-5.131204,-4.678444
1.319999,0,0.9697481,3.878993,-5.092414,-4.729368
1.329999,0,2.009706,8.038824,-5.012026,-4.779489
1.339999,0,3.049561,12.19824,-4.890044,-4.828389
1.349999,0,4.072396,16.28959,-4.727148,-4.87566
1.359999,0,5.061516,20.24607,-4.524687,-4.920907
1.369999,0,6.000738,24.00295,-4.284658,-4.963754
1.379999,0,6.874663,27.49865,-4.009671,-5.003851
1.389999,0,7.668999,30.676,-3.702911,-5.04088
1.399999,0,8.370727,33.48291,-3.368082,-5.074561
1.409999,0,8.968378,35.87351,-3.009347,-5.104655
1.419999,0,9.452228,37.80891,-2.631258,-5.130967
1.429999,0,9.814456,39.25782,-2.23868,-5.153354
1.439999,0,10.04928,40.19711,-1.836709,-5.171721
1.449999,0,10.15305,40.6122,-1.430587,-5.186028
1.459999,0,10.12432,40.49728,-1.025614,-5.196284
1.469999,0,9.963851,39.8554,-0.6270598,-5.202554
1.479999,0,9.674593,38.69837,-0.2400761,-5.204955
1.489999,0,9.261636,37.04654,0.1303894,-5.203651
1.499999,0,8.732102,34.92841,0.4796735,-5.198855
1.509999,0,8.095017,32.38007,0.8034742,-5.19082
1.519999,0,7.361154,29.44461,1.09792,-5.179841
1.529999,0,6.542787,26.17115,1.359632,-5.166245
1.539999,0,5.653537,22.61415,1.585773,-5.150387
1.549999,0,4.708077,18.83231,1.774096,-5.132646
1.559999,0,3.721879,14.88752,1.922971,-5.113416
1.569999,0,2.710935,10.84374,2.031409,-5.093102
1.579999,0,1.691466,6.765863,2.099067,-5.072111
1.589999,0,0.6796483,2.718593,2.126253,-5.050848
1.599999,0,-0.3087251,-1.2349,2.113904,-5.029709
1.609999,0,-1.258458,-5.033832,2.063566,-5.009074
1.619999,0,-2.155256,-8.621023,1.977356,-4.9893
1.629999,0,-2.985975,-11.9439,1.857917,-4.970721
1.639999,0,-3.738843,-14.95537,1.708363,-4.953638
1.649999,0,-4.403668,-17.61467,1.532216,-4.938315
1.659999,0,-4.972002,-19.88801,1.333336,-4.924982
1.669999,0,-5.437296,-21.74919,1.115844,-4.913824
1.679999,0,-5.794979,-23.17991,0.8840454,-4.904983
1.689999,0,-6.042545,-24.17018,0.6423436,-4.89856
1.699999,0,-6.179574,-24.7183,0.3951606,-4.894608
1.709999,0.1654051,-6.207723,-24.16927,0.1534679,-4.893074
1.719999,0.1654051,-6.130669,-23.86106,-0.08514263,-4.893925
1.729999,0.2660015,-5.954041,-22.75216,-0.3126642,-4.897052
1.739999,0.4129401,-5.685264,-21.08929,-0.5235571,-4.902287
1.749999,0.4129401,-5.333437,-19.68199,-0.720377,-4.909491
1.759999,0.4615431,-4.909131,-17.79035,-0.8982806,-4.918474
1.769999,0.4615431,-4.424177,-15.85054,-1.056786,-4.929041
1.779999,0.4615431,-3.891427,-13.71953,-1.193981,-4.940981
1.789999,0.4615431,-3.324501,-11.45183,-1.3085,-4.954066
1.799999,0.4615431,-2.737531,-9.103951,-1.399539,-4.968061
1.809999,0.4615431,-2.144836,-6.733171,-1.466871,-4.98273
1.819999,0.4615431,-1.560709,-4.396666,-1.510837,-4.997839
1.829999,0.4434583,-0.9990984,-2.22256,-1.533063,-5.01317
1.839999,0.4163313,-0.4733375,-0.2280251,-1.535343,-5.028523
1.849999,0.4163313,0.004108767,1.68176,-1.518526,-5.043708
1.859999,0.4106796,0.4218848,3.330257,-1.485223,-5.05856
1.869999,0.4106796,0.769967,4.722586,-1.437997,-5.07294
1.879999,0.4106796,1.03988,5.802239,-1.379975,-5.08674
1.889999,0.4106796,1.224821,6.542003,-1.314555,-5.099885
1.899999,0.4106796,1.319827,6.922025,-1.245335,-5.112339
1.909999,0.4106796,1.321863,6.93017,-1.176033,-5.124099
1.919999,0.4106796,1.229882,6.562248,-1.11041,-5.135203
1.929999,0.4106796,1.044858,5.822149,-1.052189,-5.145725
1.939999,0.4106796,0.7697648,4.721777,-1.004971,-5.155775
1.949998,0.4106796,0.4095129,3.28077,-0.9721636,-5.165497
1.959998,0.4072887,-0.02911569,1.512692,-0.9570366,-5.175067
1.969998,0.4072887,-0.5376108,-0.5212884,-0.9622495,-5.18469
1.979998,0.4072887,-1.105889,-2.794402,-0.9901935,-5.194592
1.989998,0.4072887,-1.722482,-5.260773,-1.042801,-5.20502
1.999998,0.4072887,-2.37475,-7.869843,-1.1215,-5.216235
2.009999,0.4072887,-3.049122,-10.56733,-1.227173,-5.228507
2.019999,0.4072887,-3.731366,-13.29631,-1.360136,-5.242108
2.029999,0.4072887,-4.406835,-15.99818,-1.520118,-5.257309
2.039999,0.4072887,-5.060766,-18.61391,-1.706257,-5.274372
2.049999,0.4072887,-5.678555,-21.08507,-1.917108,-5.293543
2.059999,0.4072887,-6.246041,-23.35501,-2.150658,-5.31505
2.069999,0.4072887,-6.749773,-25.36994,-2.404357,-5.339094
2.079998,0.4072887,-7.177303,-27.08006,-2.675158,-5.365845
2.089998,0.4072887,-7.51738,-28.44037,-2.959561,-5.395441
2.099998,0.4072887,-7.76021,-29.41169,-3.253678,-5.427978
2.109998,0.4072887,-7.897639,-29.9614,-3.553292,-5.463511
2.119998,0.4072887,-7.923331,-30.06417,-3.853934,-5.50205
2.129998,0.4061585,-7.832892,-29.70693,-4.151003,-5.54356
2.139998,0.4061585,-7.623978,-28.87128,-4.439716,-5.587957
2.149998,0.4061585,-7.296359,-27.5608,-4.715324,-5.635111
2.159998,0.4061585,-6.851918,-25.78304,-4.973155,-5.684843
2.169998,0.4061585,-6.294677,-23.55407,-5.208696,-5.736929
2.179998,0.4061585,-5.63071,-20.8982,-5.417678,-5.791106
2.189998,0.4061585,-4.86807,-17.84764,-5.596154,-5.847068
2.199998,0.4061585,-4.016648,-14.44196,-5.740574,-5.904474
2.209998,0.4061585,-3.088026,-10.72747,-5.847848,-5.962952
2.219998,0.4061585,-2.095246,-6.75635,-5.915412,-6.022106
2.229998,0.4061585,-1.052638,-2.585917,-5.941271,-6.081519
2.239998,0.4061585,0.02445536,1.722455,-5.924047,-6.140759
2.249998,0.4061585,1.119935,6.104375,-5.863003,-6.199389
2.259998,0.4061585,2.217232,10.49356,-5.758067,-6.256969
2.269998,0.4061585,3.299587,14.82298,-5.609838,-6.313068
2.279998,0.3993768,4.350339,18.99887,-5.419849,-6.367266
2.289998,0.3993768,5.353265,23.01057,-5.189743,-6.419164
2.299998,0.3993768,6.292783,26.76864,-4.922057,-6.468384
2.309998,0.3993768,7.154292,30.21468,-4.61991,-6.514584
2.319998,0.3993768,7.924407,33.29513,-4.286958,-6.557453
2.329998,0.3971162,8.591195,35.95325,-3.927426,-6.596727
2.339998,0.3971162,9.144393,38.16604,-3.545765,-6.632185
2.349998,0.3914646,9.575583,39.86819,-3.147084,-6.663656
2.359998,0.3914646,9.878345,41.07924,-2.736291,-6.691019
2.369998,0.3914646,10.04837,41.75933,-2.318698,-6.714206
2.379998,0.3914646,10.08353,41.89999,-1.899698,-6.733203
2.389998,0.3914646,9.983941,41.50162,-1.484682,-6.74805
2.399998,0.3914646,9.751915,40.57352,-1.078947,-6.758839
2.409998,0.3914646,9.391955,39.13368,-0.6876099,-6.765715
2.419998,0.3914646,8.910668,37.20853,-0.3155246,-6.76887
2.429998,0.3914646,8.31664,34.83242,0.03279955,-6.768542
2.439998,0.3914646,7.620286,32.047,0.3532695,-6.765009
2.449998,0.3914646,6.833663,28.90051,0.6422747,-6.758587
2.459998,0.3914646,5.970262,25.44691,0.8967437,-6.749619
2.469998,0.3914646,5.044762,21.74491,1.114193,-6.738478
2.479998,0.3914646,4.072771,17.85694,1.292762,-6.72555
2.489998,0.4378069,3.070551,14.03343,1.433097,-6.711219
2.499998,0.4378069,2.054733,9.970158,1.532798,-6.695891
2.509998,0.5135368,1.042018,6.222218,1.59502,-6.679941
2.519998,0.5135368,0.04890884,2.249783,1.617518,-6.663766
2.529998,0.5327518,-0.9086647,-1.503652,1.602481,-6.647741
2.539998,0.5327518,-1.815495,-5.130971,1.551172,-6.63223
2.549998,0.5881364,-2.657445,-8.277236,1.468399,-6.617546
2.559998,0.6921239,-3.421678,-10.91822,1.359217,-6.603953
2.569998,0.6921239,-4.096867,-13.61897,1.223028,-6.591723
2.579998,0.8967077,-4.67339,-15.10673,1.07196,-6.581003
2.589998,0.8967077,-5.143495,-16.98715,0.9020888,-6.571982
2.599998,1.069643,-5.501416,-17.72709,0.7248179,-6.564734
2.609998,1.366912,-5.74346,-17.5062,0.549756,-6.559237
2.619998,1.366912,-5.868084,-18.00469,0.3697091,-6.55554
2.629998,1.517241,-5.875865,-17.43449,0.1953642,-6.553586
2.639998,1.517241,-5.7695,-17.00904,0.02527381,-6.553333
2.649998,1.730868,-5.55373,-15.29145,-0.1276407,-6.55461
2.659998,1.909455,-5.23526,-13.30322,-0.2606729,-6.557217
2.669998,1.909455,-4.822548,-11.65237,-0.3771966,-6.560988
2.679998,2.019094,-4.325731,-9.226551,-0.4694622,-6.565683
2.689998,2.019094,-3.756363,-6.94908,-0.5389529,-6.571073
2.699998,2.048481,-3.127207,-4.314903,-0.582102,-6.576894
2.709998,2.076739,-2.451981,-1.500969,-0.5971117,-6.582865
2.719998,2.076739,-1.7451,1.326557,-0.5838462,-6.588703
2.729998,2.076739,-1.021395,4.221377,-0.5416324,-6.59412
2.739998,2.076739,-0.2958341,7.12362,-0.4703962,-6.598824
2.749998,2.076739,0.4167638,9.974011,-0.370656,-6.60253
2.759998,2.076739,1.102007,12.71498,-0.2435062,-6.604965
2.769998,2.076739,1.746206,15.29178,-0.09058841,-6.605871
2.779998,2.076739,2.336623,17.65345,0.08594608,-6.605012
2.789998,2.076739,2.861721,19.75384,0.2834845,-6.602177
2.799998,2.076739,3.311357,21.55238,0.4990083,-6.597187
2.809998,2.076739,3.677024,23.01505,0.7291588,-6.589895
2.819998,2.076739,3.951927,24.11466,0.9703054,-6.580192
2.829998,2.076739,4.131166,24.83162,1.218622,-6.568006
2.839998,2.076739,4.211803,25.15417,1.470163,-6.553304
2.849998,2.076739,4.192916,25.07862,1.720949,-6.536095
2.859998,2.076739,4.075614,24.60941,1.967044,-6.516424
2.869998,2.076739,3.863001,23.75896,2.204633,-6.494378
2.879998,2.076739,3.560119,22.54743,2.430108,-6.470077
2.889998,2.076739,3.173846,21.00234,2.640131,-6.443675
2.899998,2.076739,2.712757,19.15798,2.831711,-6.415358
2.909998,2.076739,2.186956,17.05478,3.002259,-6.385335
2.919998,2.076739,1.607884,14.73849,3.149643,-6.353839
2.929998,2.076739,0.988086,12.2593,3.272236,-6.321116
2.939998,2.076739,0.341002,9.670964,3.368946,-6.287427
2.949998,2.076739,-0.3193975,7.029366,3.43924,-6.253035
2.959998,2.076739,-0.9787403,4.391995,3.48316,-6.218203
2.969998,2.076739,-1.622617,1.816489,3.501325,-6.18319
2.979998,2.076739,-2.236851,-0.6404495,3.49492,-6.148241
2.989998,2.076739,-2.807771,-2.924128,3.465679,-6.113584
2.999998,2.076739,-3.322471,-4.982926,3.41585,-6.079425
3.009998,2.076739,-3.769074,-6.769341,3.348156,-6.045943
3.019998,2.076739,-4.136965,-8.240903,3.265747,-6.013286
3.029998,2.076739,-4.416994,-9.36102,3.172137,-5.981564
3.039998,2.076739,-4.601675,-10.09974,3.071139,-5.950853
3.049998,2.076739,-4.685326,-10.43435,2.966796,-5.921185
3.059998,2.076739,-4.664204,-10.34986,2.863297,-5.892552
3.069998,2.076739,-4.536563,-9.839297,2.764904,-5.864903
3.079998,2.076739,-4.302737,-8.903991,2.675864,-5.838144
3.089998,2.076739,-3.965115,-7.553504,2.600329,-5.812141
3.099998,2.076739,-3.528133,-5.805574,2.542274,-5.786718
3.109998,2.076739,-2.998192,-3.685812,2.505416,-5.761664
3.119998,2.076739,-2.383563,-1.227294,2.493143,-5.736733
3.129997,2.076739,-1.694231,1.530031,2.508443,-5.711648
3.139997,2.076739,-0.9417342,4.54002,2.553843,-5.68611
3.149997,2.076739,-0.1389585,7.751122,2.631355,-5.659796
3.159997,2.076739,0.7001008,11.10736,2.742428,-5.632372
3.169997,2.076739,1.560572,14.54924,2.887921,-5.603493
3.179997,2.076739,2.427,18.01496,3.06807,-5.572812
3.189997,2.076739,3.283599,21.44135,3.282484,-5.539987
3.199997,2.076739,4.114563,24.76521,3.530136,-5.504686
3.209997,2.076739,4.904337,27.9243,3.809379,-5.466592
3.219997,2.076739,5.637901,30.85856,4.117964,-5.425413
3.229997,2.076739,6.301106,33.51138,4.453078,-5.380882
3.239997,2.076739,6.880836,35.8303,4.811381,-5.332768
3.249997,2.076739,7.365318,37.76823,5.189064,-5.280877
3.259997,2.076739,7.744331,39.28428,5.581906,-5.225058
3.269997,2.076739,8.0094,40.34456,5.985352,-5.165205
3.279997,2.076739,8.153952,40.92276,6.39458,-5.101259
3.289997,2.076739,8.173456,41.00078,6.804588,-5.033213
3.299997,2.076739,8.065507,40.56898,7.210278,-4.96111
3.309997,2.076739,7.829885,39.6265,7.606543,-4.885045
3.319997,2.076739,7.468566,38.18122,7.988355,-4.805161
3.329997,2.076739,6.985709,36.24979,8.350853,-4.721653
3.339997,2.076739,6.387576,33.85726,8.689425,-4.634758
3.349997,2.076739,5.682446,31.03674,8.999793,-4.544761
3.359997,2.076739,4.88049,27.82892,9.278082,-4.45198
3.369997,2.076739,3.993529,24.28107,9.520892,-4.356771
3.379997,2.076739,3.034935,20.4467,9.725359,-4.259517
3.389997,2.076739,2.019334,16.38429,9.889202,-4.160625
3.399997,2.076739,0.9623758,12.15646,10.01077,-4.060517
3.409997,2.076739,-0.1195414,7.828791,10.08906,-3.959627
3.419997,2.076739,-1.209554,3.468741,10.12374,-3.858389
3.429997,2.076739,-2.290625,-0.8555441,10.11519,-3.757237
3.439997,2.076739,-3.345839,-5.0764,10.06442,-3.656593
3.449997,2.076739,-4.358696,-9.12783,9.973145,-3.556862
3.459997,2.076739,-5.3134,-12.94664,9.843678,-3.458425
3.469997,2.076739,-6.195127,-16.47355,9.678943,-3.361635
3.479997,2.076739,-6.990283,-19.65418,9.482401,-3.266811
3.489997,2.076739,-7.686744,-22.44002,9.258,-3.174231
3.499997,2.076739,-8.274038,-24.7892,9.010108,-3.08413
3.509997,2.076739,-8.74358,-26.66736,8.743434,-2.996696
3.519997,2.076739,-9.088746,-28.04803,8.462954,-2.912066
3.529997,2.076739,-9.305019,-28.91312,8.173822,-2.830328
3.539997,2.076739,-9.390053,-29.25325,7.88129,-2.751515
3.549997,2.076739,-9.343702,-29.06785,7.590611,-2.675609
3.559997,2.076739,-9.168015,-28.3651,7.306961,-2.60254
3.569997,2.076739,-8.867193,-27.16182,7.035342,-2.532186
3.579997,2.076739,-8.447486,-25.48299,6.780512,-2.464381
3.589997,2.076739,-7.91709,-23.3614,6.546898,-2.398912
3.599997,2.076739,-7.285983,-20.83698,6.338529,-2.335527
3.609997,2.076739,-6.565726,-17.95595,6.158969,-2.273937
3.619997,2.076739,-5.769268,-14.77011,6.011268,-2.213825
3.629997,2.076739,-4.910685,-11.33578,5.89791,-2.154845
3.639997,2.076739,-4.004961,-7.712886,5.820781,-2.096638
3.649997,2.076739,-3.0676,-3.963444,5.781147,-2.038826
3.659997,2.067696,-2.114509,-0.1872511,5.779274,-1.981033
3.669997,2.067696,-1.161585,3.624443,5.815518,-1.922878
3.679997,1.839376,-0.2244809,6.459581,5.880114,-1.864077
3.689997,1.839376,0.6817052,10.08432,5.980958,-1.804268
3.699997,1.415514,1.542675,11.83276,6.099285,-1.743275
3.709997,1.039125,2.345196,13.53729,6.234658,-1.680928
3.719997,1.039125,3.077345,16.46588,6.399317,-1.616935
3.729997,0,3.728688,14.91475,6.548464,-1.55145
3.739997,0,4.290497,17.16199,6.720084,-1.484249
3.749997,0,4.755858,19.02343,6.910318,-1.415146
3.759997,0,5.119819,20.47927,7.115111,-1.343995
3.769997,0,5.379435,21.51774,7.330289,-1.270692
3.779997,0,5.53384,22.13536,7.551642,-1.195176
3.789997,0,5.584198,22.33679,7.775011,-1.117426
3.799997,0,5.533719,22.13487,7.996359,-1.037462
3.809997,0,5.387536,21.55014,8.211861,-0.9553434
3.819997,0,5.152616,20.61046,8.417965,-0.8711637
3.829997,0,4.837609,19.35044,8.611469,-0.785049
3.839997,0,4.452661,17.81064,8.789576,-0.6971533
3.849997,0,4.009219,16.03688,8.949944,-0.6076539
3.859997,0,3.519786,14.07914,9.090736,-0.5167465
3.869997,0,2.997688,11.99075,9.210644,-0.4246401
3.879997,0,2.456789,9.827155,9.308915,-0.3315509
3.889997,0,1.911238,7.644952,9.385365,-0.2376973
3.899997,0,1.375167,5.500668,9.440372,-0.1432936
3.909997,0,0.8624346,3.449739,9.474869,-0.04854489
3.919997,0,0.38635,1.5454,9.490323,0.04635834
3.929997,0,-0.0406643,-0.1626572,9.488696,0.1412453
3.939997,0,-0.4071665,-1.628666,9.472409,0.2359694
3.949997,0,-0.7030569,-2.812228,9.444287,0.3304123
3.959997,0,-0.9197189,-3.678875,9.407498,0.4244873
3.969997,0,-1.050212,-4.200849,9.36549,0.5181422
3.979997,0,-1.089399,-4.357594,9.321914,0.6113613
3.989997,0,-1.034068,-4.136274,9.280551,0.7041668
3.999997,0,-0.88299,-3.53196,9.245232,0.7966191
4.009997,0,-0.6369523,-2.547809,9.219753,0.8888167
4.019997,0,-0.2987808,-1.195123,9.207802,0.9808947
4.029997,0,0.1267618,0.5070473,9.212873,1.073023
4.039998,0,0.6329919,2.531968,9.238193,1.165405
4.049998,0,1.211469,4.845874,9.286652,1.258272
4.059998,0,1.852123,7.408492,9.360737,1.351879
4.069998,0,2.543432,10.17373,9.462474,1.446504
4.079998,0,3.272703,13.09081,9.593382,1.542438
4.089999,0,4.026199,16.1048,9.75443,1.639982
4.099999,0,4.789455,19.15782,9.946008,1.739442
4.109999,0,5.547528,22.19011,10.16791,1.841121
4.119999,0,6.285341,25.14137,10.41932,1.945315
4.13,0,6.987864,27.95146,10.69884,2.052303
4.14,0,7.640445,30.56178,11.00445,2.162348
4.15,0,8.22912,32.91648,11.33362,2.275684
4.16,0,8.740808,34.96323,11.68325,2.392516
4.170001,0,9.16366,36.65464,12.0498,2.513014
4.180001,0,9.487208,37.94883,12.42929,2.637307
4.190001,0,9.702575,38.8103,12.81739,2.765481
4.200001,0,9.802709,39.21083,13.2095,2.897576
4.210001,0,9.782478,39.12991,13.60079,3.033584
4.220002,0,9.638815,38.55526,13.98635,3.173447
4.230002,0,9.37073,37.48292,14.36118,3.317059
4.240002,0,8.979443,35.91777,14.72035,3.464262
4.250002,0,8.468278,33.87311,15.05908,3.614853
4.260003,0,7.8427,31.3708,15.37279,3.768581
4.270003,0,7.110176,28.4407,15.6572,3.925153
4.280003,0,6.280074,25.12029,15.9084,4.084237
4.290003,0,5.363575,21.4543,16.12295,4.245467
4.300004,0,4.373323,17.49329,16.29788,4.408445
4.310004,0,3.323409,13.29364,16.43081,4.572753
4.320004,0,2.228979,8.915915,16.51997,4.737953
4.330004,0,1.106074,4.424297,16.56422,4.903595
4.340004,0,-0.02871228,-0.1148491,16.56307,5.069226
4.350005,0,-1.158527,-4.634107,16.51673,5.234394
4.360005,0,-2.266495,-9.065981,16.42607,5.398654
4.370005,0,-3.336024,-13.34409,16.29263,5.561581
4.380005,0,-4.351121,-17.40449,16.11858,5.722766
4.390006,0,-5.296727,-21.18691,15.90671,5.881834
4.400006,0,-6.158823,-24.63529,15.66036,6.038437
4.410006,0,-6.924824,-27.6993,15.38337,6.192271
4.420006,0,-7.583713,-30.33485,15.08002,6.343071
4.430007,0,-8.12628,-32.50512,14.75497,6.490621
4.440007,0,-8.545271,-34.18108,14.41316,6.634753
