Name: 6, Condition: 1, Run: 7, Date: 10/11/2019 2:07:08 PM, Testing: False
time,userInput,disturbanceInput,angAcc,angVel,rollAngle
0.02,-0.39316,4.375035,15.9275,0.3273069,0.004953387
0.03,-0.39316,4.44924,16.22432,0.4895501,0.009848888
0.04,-0.5152322,4.417681,15.6098,0.6456481,0.01630537
0.05,-0.5152322,4.276578,15.04539,0.7961019,0.02426639
0.05999999,-0.5400987,4.024192,13.93637,0.9354657,0.03362105
0.06999999,-0.5491412,3.660875,12.44693,1.059935,0.0442204
0.07999999,-0.5491412,3.189085,10.55977,1.165533,0.05587572
0.08999999,-0.5491412,2.613359,8.25687,1.248101,0.06835674
0.09999999,-0.5491412,1.940252,5.564443,1.303746,0.0813942
0.11,-0.5491412,1.17823,2.516355,1.328909,0.09468329
0.12,-0.5491412,0.3375367,-0.846418,1.320445,0.1078877
0.13,-0.5491412,-0.5699781,-4.476477,1.27568,0.1206445
0.14,-0.5491412,-1.531064,-8.320822,1.192472,0.1325693
0.15,-0.5491412,-2.53129,-12.32173,1.069255,0.1432618
0.16,-0.5491412,-3.555301,-16.41777,0.9050772,0.1523126
0.17,-0.5491412,-4.587086,-20.54491,0.6996281,0.1593089
0.18,-0.5491412,-5.610249,-24.63756,0.4532524,0.1638414
0.19,-0.5491412,-6.608318,-28.62984,0.1669541,0.1655109
0.2,-0.5491412,-7.56502,-32.45665,-0.1576124,0.1639348
0.21,-0.5491412,-8.464574,-36.05486,-0.5181609,0.1587532
0.22,-0.5491412,-9.291985,-39.3645,-0.9118059,0.1496351
0.23,-0.5491412,-10.03329,-42.32973,-1.335103,0.1362841
0.24,-0.5491412,-10.67584,-44.89993,-1.784103,0.1184431
0.25,-0.5491412,-11.20849,-47.03053,-2.254408,0.09589898
0.26,-0.5491412,-11.62184,-48.68393,-2.741247,0.0684865
0.27,-0.5491412,-11.90838,-49.83008,-3.239548,0.03609103
0.28,-0.5491412,-12.06263,-50.4471,-3.744019,-0.001349164
0.29,-0.5491412,-12.08127,-50.52163,-4.249235,-0.04384151
0.3,-0.5491412,-11.96315,-50.04915,-4.749727,-0.09133878
0.31,-0.5491412,-11.70937,-49.03403,-5.240067,-0.1437394
0.32,-0.5491412,-11.32324,-47.48951,-5.714962,-0.2008891
